Timestamp,Ref.,Weight,Number
5/12/23 17:15,L15L04,0.0112,3
5/12/23 11:00,P15L04,0.0133,5
5/12/23 11:01,P15L05,0.0371,5
5/12/23 11:02,P15L06,0.0035,3
5/12/23 11:02,P15L07,0.0135,5
5/12/23 11:03,P15L08,0.0113,4
5/12/23 11:04,P15L09,0.0084,2
5/12/23 11:05,P15L10,0.0021,1
5/12/23 11:09,P15L03,0.0015,1
5/12/23 11:10,P15L02,0.1800,18
5/12/23 11:11,P15L01,0.0547,4
5/12/23 11:33,Q17L04,0.0140,6
5/12/23 11:34,Q17L05,0.0000,0
5/12/23 11:36,Q17L06,0.0000,0
5/12/23 11:37,Q17L07,0.0331,2
5/12/23 11:39,Q17L08,0.0000,0
5/12/23 11:40,Q17L09,0.0000,0
5/12/23 11:41,Q17L10,0.0106,1
5/12/23 11:45,Q17L03,0.0209,1
5/12/23 11:47,Q17L02,0.0106,3
5/12/23 11:49,Q17L01,0.0096,4
5/12/23 12:17,K18L04,0.0000,0
5/12/23 12:18,K18L05,0.0181,1
5/12/23 13:19,H15L04,0.0055,4
5/12/23 12:20,K18L06,0.0237,7
5/12/23 13:20,H15L05,0.0150,5
5/12/23 12:21,K18L07,0.0691,4
5/12/23 12:22,K18L08,0.0153,3
5/12/23 12:24,K18L09,0.0042,1
5/12/23 12:25,K18L10,0.0757,5
5/12/23 13:25,H15L10,0.0000,0
5/12/23 12:28,K18L03,0.0083,3
5/12/23 12:30,K18L02,0.0245,7
5/12/23 12:31,K18L01,0.2141,6
5/12/23 12:55,L15L04,0.0059,1
5/12/23 12:56,L15L05,0.0006,1
5/12/23 12:57,L15L06,0.0091,1
5/12/23 12:59,L15L07,0.0028,1
5/12/23 13:01,L15L08,0.0017,1
5/12/23 13:05,L15L09,0.0000,0
5/12/23 13:06,L15L10,0.0012,1
5/12/23 13:09,L15L03,0.0000,0
5/12/23 13:10,L15L01,0.0651,13
5/12/23 13:10,L15L02,0.0689,10
5/12/23 13:20,H15L06,0.0054,2
5/12/23 13:21,H15L07,0.0090,1
5/12/23 13:22,H15L08,0.0104,3
5/12/23 13:23,H15L09,0.0064,1
5/12/23 13:28,H15L03,0.0154,7
5/12/23 13:29,H15L02,0.0008,1
5/12/23 13:30,H15L01,0.0034,3
5/12/23 15:00,P15L04,0.0556,5
5/12/23 15:01,P15L05,0.0043,2
5/12/23 15:07,P15L09,0.0041,1
5/12/23 16:08,Q17L10,0.0089,3
5/12/23 15:09,P15L10,0.0077,4
5/12/23 15:12,P15L03,0.0000,0
5/12/23 15:14,P15L02,0.0210,6
5/12/23 15:16,P15L01,0.0175,7
5/12/23 15:39,Q17L04,1.0120,11
5/12/23 15:41,Q17L05,0.0000,0
5/12/23 15:42,Q17L06,0.0000,0
5/12/23 15:43,Q17L07,0.0095,2
5/12/23 15:45,Q17L08,0.0150,3
5/12/23 15:46,Q17L09,0.0110,3
5/12/23 15:51,Q17L03,0.0014,1
5/12/23 15:53,Q17L02,0.0022,1
5/12/23 15:54,Q17L01,0.0026,3
5/12/23 16:25,K18L04,0.0038,2
5/12/23 16:27,K18L05,0.0024,1
5/12/23 16:28,K18L06,0.0087,5
5/12/23 16:29,K18L07,0.0128,4
5/12/23 16:31,K18L08,0.0090,2
5/12/23 16:33,K18L09,0.0091,4
5/12/23 16:35,K18L10,0.0143,5
5/12/23 16:37,K18L03,0.0158,7
5/12/23 16:39,K18L02,0.0000,0
5/12/23 16:41,K18L01,0.0516,7
5/12/23 17:10,L15L05,0.0000,0
5/12/23 17:12,L15L06,0.0050,1
5/12/23 17:13,L15L07,0.0020,1
5/12/23 17:15,L15L08,0.0384,2
5/12/23 17:16,L15L09,0.0023,3
5/12/23 17:18,L15L10,0.0023,1
5/12/23 17:21,L15L03,0.0170,2
5/12/23 17:22,L15L02,0.0112,3
5/12/23 17:24,L15L01,0.0124,2
5/12/23 17:28,H15L04,0.0068,3
5/12/23 17:30,H15L05,0.0143,9
5/12/23 17:31,H15L06,0.0065,4
5/12/23 17:32,H15L07,0.0172,9
5/12/23 17:34,H15L08,0.0280,9
5/12/23 17:35,H15L09,0.0134,14
5/12/23 17:36,H15L10,0.0058,1
5/12/23 17:40,H15L03,0.0089,4
5/12/23 17:41,H15L02,0.0123,4
5/12/23 17:43,H15L01,0.0058,4
5/12/23 19:00,P15L04,0.0019,4
5/12/23 19:01,P15L01,0.0346,10
5/12/23 19:02,P15L06,0.0103,6
5/12/23 19:04,P15L07,0.0120,4
5/12/23 19:06,P15L08,0.0010,3
5/12/23 19:07,P15L09,0.0056,3
5/12/23 19:08,P15L10,0.0069,2
5/12/23 19:11,P15L03,0.0037,2
5/12/23 19:13,P15L02,0.0794,9
5/12/23 19:14,P15L01,0.0058,6
5/12/23 19:42,Q17L04,0.0015,1
5/12/23 19:43,Q17L05,0.0000,0
5/12/23 19:44,Q17L06,0.0000,0
5/12/23 19:45,Q17L07,0.0000,0
5/12/23 19:47,Q17L08,0.0011,2
5/12/23 19:48,Q17L09,0.0000,0
5/12/23 19:50,Q17L10,0.0495,2
5/12/23 19:52,Q17L03,0.0000,0
5/12/23 19:54,Q17L02,0.0546,1
5/12/23 19:56,Q17L07,0.0019,1
5/12/23 20:30,K18L04,0.0057,3
5/12/23 20:31,K18L05,0.0039,2
5/12/23 20:32,K18L06,0.0126,4
5/12/23 20:34,K18L07,0.0105,9
5/12/23 20:35,K18L08,0.0178,4
5/12/23 20:37,K18L09,0.0271,3
5/12/23 20:38,K18L10,0.0462,4
5/12/23 20:41,K18L03,0.0000,0
5/12/23 20:43,K18L02,0.0430,6
5/12/23 20:44,K18L01,0.1345,9
5/12/23 21:12,D15L04,0.0083,1
5/12/23 21:13,D15L05,0.0000,0
5/12/23 21:15,D15L06,0.0000,0
5/12/23 21:16,D15L01,0.0000,0
5/12/23 21:18,D15L08,0.0074,1
5/12/23 21:21,D15L09,0.0070,1
5/12/23 21:22,D15L10,0.0074,1
5/12/23 21:24,D15L03,0.0000,0
5/12/23 21:26,D15L02,0.0623,2
5/12/23 21:27,D15L01,0.0068,5
5/12/23 21:34,H15L04,0.0810,3
5/12/23 21:36,H15L05,0.0176,2
5/12/23 21:39,H15L06,0.0134,4
5/12/23 21:40,H15L07,0.0006,1
5/12/23 21:42,H15L08,0.0165,8
5/12/23 21:43,H15L09,0.0081,11
5/12/23 21:45,H15L10,0.0000,0
5/12/23 21:48,H15L03,0.0016,1
5/12/23 21:49,H15L02,0.0013,1
5/12/23 21:51,H15L01,0.0198,1
6/12/23 07:00,P15L04,0.0934,8
6/12/23 07:00,Q17L07,0.1292,5
6/12/23 07:01,P15L05,0.1179,100
6/12/23 07:02,P15L06,0.0978,4
6/12/23 07:03,P15L07,0.2355,4
6/12/23 07:05,P15L08,0.0296,2
6/12/23 07:07,P15L09,0.0483,3
6/12/23 07:08,P15L10,0.0828,2
6/12/23 07:10,P15L03,0.0088,2
6/12/23 07:12,P15L02,0.0216,4
6/12/23 07:29,Q17L07,0.3028,2
6/12/23 07:40,Q17L04,0.0069,9
6/12/23 07:42,Q17L06,0.0000,0
6/12/23 07:44,Q17L08,0.0911,5
6/12/23 07:45,Q17L09,0.0464,3
6/12/23 07:47,Q17L10,0.0909,1
6/12/23 07:49,Q17L03,0.0044,2
6/12/23 07:50,Q17L02,1.6385,2
6/12/23 08:21,K18L06,0.0571,3
6/12/23 08:24,K18L04,0.6092,8
6/12/23 08:26,K18L05,6.5660,2
6/12/23 08:30,K18L08,0.0723,6
6/12/23 08:31,K18L09,0.1860,13
6/12/23 08:33,K18L10,3.6037,15
6/12/23 08:35,K18L03,0.0467,5
6/12/23 08:37,K18L02,0.1018,5
6/12/23 08:38,K18L01,0.2981,13
6/12/23 09:08,D15L04,0.1165,13
6/12/23 09:10,D15L05,0.0701,3
6/12/23 09:11,D15L06,0.0751,3
6/12/23 09:13,D15L07,0.1003,5
6/12/23 09:14,D15L08,0.0026,8
6/12/23 09:15,D15L09,0.0635,2
6/12/23 09:16,D15L10,0.0212,2
6/12/23 09:20,D15L03,0.0000,0
6/12/23 09:21,D15L02,0.1732,5
6/12/23 09:23,D15L01,0.0800,3
6/12/23 09:27,H15L07,0.0355,5
6/12/23 09:28,H15L08,0.3328,4
6/12/23 09:34,H15L04,0.0344,22
6/12/23 09:35,H15L05,0.0520,1
6/12/23 09:36,H15L06,0.3505,6
6/12/23 09:38,H15L09,0.3230,2
6/12/23 09:39,H15L10,0.0348,4
6/12/23 07:41,Q17L05,0.5754,5
6/12/23 09:42,H15L03,0.0086,12
6/12/23 09:43,H15L02,0.0196,18
6/12/23 09:45,H15L01,0.0414,59
,,,
,,,
,,,
,,,
,,,
