Timestamp,Ref.,Weight,Number,,,,,,
27/2/24 11:00,K18L10,0.0047,1,,,,,,
27/2/24 11:03,K18L09,0.0115,7,,,,,,
27/2/24 11:04,K18L08,0.0261,27,,,,,,
27/2/24 11:06,K18L07,0.0165,20,,,,,,
27/2/24 11:08,K18L06,0.0152,9,,,,,,
27/2/24 11:09,K18L05,0.0185,13,,,,,,
27/2/24 11:12,K18L04,0.0201,20,,,,,,
27/2/24 11:13,K18L03,0.0287,6,,,,,,
27/2/24 11:15,K18L02,0.0210,12,,,,,,
27/2/24 11:17,K18L01,0.0324,9,,,,,,
27/2/24 11:40,H15L10,0.0094,5,,,,,,
27/2/24 11:42,H15L09,0.0158,2,,,,,,
27/2/24 11:44,H15L08,0.0194,4,,,,,,
27/2/24 11:45,H15L07,0.0160,12,,,,,,
27/2/24 11:47,H15L06,0.0000,0,,,,,,
27/2/24 11:49,H15L05,0.0065,3,,,,,,
27/2/24 11:50,H15L04,0.0027,6,,,,,,
27/2/24 11:52,H15L03,0.0111,6,,,,,,
27/2/24 11:53,H15L02,0.0064,7,,,,,,
27/2/24 11:55,H15L01,0.0212,10,,,,,,
27/2/24 12:30,Q17L01,0.0916,3,,,,,,
27/2/24 12:32,Q17L02,0.0063,1,,,,,,
27/2/24 12:34,Q17L03,0.0351,2,,,,,,
27/2/24 12:35,Q17L04,0.0451,5,,,,,,
27/2/24 12:37,Q17L05,0.0899,8,,,,,,
27/2/24 12:38,Q17L06,0.0276,3,,,,,,
27/2/24 12:41,Q17L08,0.0088,1,,,,,,
27/2/24 12:43,Q17L09,0.0251,8,,,,,,
27/2/24 12:45,Q17L10,0.0000,0,,,,,,
27/2/24 13:10,P15L10,0.0070,4,,,,,,
27/2/24 13:12,P15L09,0.0028,7,,,,,,
27/2/24 13:14,P15L08,0.0098,2,,,,,,
27/2/24 13:15,P15L07,0.0042,3,,,,,,
27/2/24 13:17,P15L06,0.0070,1,,,,,,
27/2/24 13:18,P15L05,0.0053,3,,,,,,
27/2/24 13:20,P15L04,0.0103,5,,,,,,
27/2/24 13:22,P15L03,0.0045,2,,,,,,
27/2/24 13:23,P15L01,0.0345,15,,,,,,
27/2/24 13:23,P15L02,0.0379,15,,,,,,
27/2/24 13:52,D15L01,0.0230,6,,,,,,
27/2/24 13:54,D15L02,0.0297,13,,,,,,
27/2/24 13:55,D15L03,0.0233,3,,,,,,
27/2/24 13:57,D15L04,0.0000,0,,,,,,
27/2/24 13:59,D15L05,0.0039,3,,,,,,
27/2/24 14:00,D15L06,0.0000,0,,,,,,
27/2/24 14:02,D15L07,0.0000,0,,,,,,
27/2/24 14:03,D15L08,0.0039,2,,,,,,
27/2/24 14:05,D15L09,0.1100,8,,,,,,
27/2/24 14:07,D15L10,0.0248,5,,,,,,
27/2/24 15:00,K18L10,0.0149,7,,,,,,
27/2/24 15:01,K18L09,0.0000,0,,,,,,
27/2/24 15:03,K18L08,0.0059,1,,,,,,
27/2/24 15:05,K18L07,0.0042,1,,,,,,
27/2/24 15:07,K18L06,0.0000,0,,,,,,
27/2/24 15:08,K18L05,0.0009,1,,,,,,
27/2/24 15:08,H15L07,0.0113,3,,,,,,
27/2/24 15:10,K18L04,0.0000,0,,,,,,
27/2/24 15:11,K18L03,0.0055,2,,,,,,
27/2/24 15:13,K18L02,0.0000,0,,,,,,
27/2/24 15:15,K18L01,0.0080,3,,,,,,
27/2/24 15:38,H15L01,0.0125,7,,,,,,
27/2/24 15:40,H15L02,0.0093,4,,,,,,
27/2/24 15:41,H15L03,0.0174,4,,,,,,
27/2/24 15:43,H15L04,0.0000,0,,,,,,
27/2/24 15:44,H15L05,0.0194,10,,,,,,
27/2/24 15:46,H15L06,0.0136,3,,,,,,
27/2/24 15:49,H15L08,0.0000,0,,,,,,
27/2/24 15:51,H15L09,0.0000,0,,,,,,
27/2/24 15:53,H15L10,0.0030,2,,,,,,
27/2/24 16:00,Q17L01,0.0058,2,,,,,,
27/2/24 16:15,Q17L02,0.0293,7,,,,,,
27/2/24 16:30,Q17L03,0.0057,2,,,,,,
27/2/24 16:32,Q17L04,0.0000,0,,,,,,
27/2/24 16:33,Q17L05,0.0075,1,,,,,,
