Timestamp,Ref.,Weight,Number,,,,,,
27/2/24 16:34,Q17L06,0.0057,3,,,,,,
27/2/24 16:37,Q17L08,0.0028,1,,,,,,
27/2/24 16:38,Q17L07,0.0000,0,,,,,,
27/2/24 16:38,Q17L09,0.0000,0,,,,,,
27/2/24 16:40,Q17L10,0.0065,1,,,,,,
27/2/24 17:14,P15L01,0.0337,8,,,,,,
27/2/24 17:16,P15L02,0.0120,1,,,,,,
27/2/24 17:18,P15L03,0.0089,4,,,,,,
27/2/24 17:19,P15L04,0.0304,7,,,,,,
27/2/24 17:21,P15L05,0.0046,3,,,,,,
27/2/24 17:22,P15L06,0.0093,3,,,,,,
27/2/24 17:24,P15L07,0.0130,5,,,,,,
27/2/24 17:25,P15L08,0.0019,1,,,,,,
27/2/24 17:27,P15L09,0.0110,3,,,,,,
27/2/24 17:29,P15L10,0.0140,7,,,,,,
27/2/24 18:02,D15L01,0.0135,6,,,,,,
27/2/24 18:03,D15L02,0.0000,0,,,,,,
27/2/24 18:05,D15L03,0.0170,8,,,,,,
27/2/24 18:06,D15L04,0.0030,1,,,,,,
27/2/24 18:08,D15L05,0.0149,1,,,,,,
27/2/24 18:09,D15L06,0.0047,2,,,,,,
27/2/24 18:11,D15L07,0.0591,8,,,,,,
27/2/24 18:12,D15L08,0.0179,10,,,,,,
27/2/24 18:13,D15L09,0.0418,8,,,,,,
27/2/24 18:15,D15L10,0.0336,7,,,,,,
27/2/24 19:00,K18L01,0.0304,6,,,,,,
27/2/24 19:02,K18L02,0.0037,4,,,,,,
27/2/24 19:03,K18L03,0.0166,5,,,,,,
27/2/24 19:05,K18L04,0.0199,6,,,,,,
27/2/24 19:06,K18L05,0.0218,5,,,,,,
27/2/24 19:08,K18L06,0.0429,6,,,,,,
27/2/24 19:09,K18L07,0.0085,4,,,,,,
27/2/24 19:10,K18L08,0.0346,9,,,,,,
27/2/24 19:12,K18L09,0.0095,3,,,,,,
27/2/24 19:13,K18L10,0.0292,5,,,,,,
27/2/24 19:46,H15L01,0.0139,4,,,,,,
27/2/24 19:47,H15L02,0.0132,3,,,,,,
27/2/24 19:49,H15L03,0.0191,4,,,,,,
27/2/24 19:50,H15L04,0.0061,2,,,,,,
27/2/24 19:52,H15L05,0.0077,5,,,,,,
27/2/24 19:54,H15L06,0.0200,1,,,,,,
27/2/24 19:56,H15L07,0.0320,7,,,,,,
27/2/24 19:57,H15L08,0.0452,9,,,,,,
27/2/24 19:59,H15L09,0.0183,10,,,,,,
27/2/24 20:00,H15L10,0.0154,5,,,,,,
27/2/24 20:42,Q17L01,0.0549,1,,,,,,
27/2/24 20:44,Q17L02,0.0005,1,,,,,,
27/2/24 20:46,Q17L03,0.0022,5,,,,,,
27/2/24 20:48,Q17L04,0.3050,11,,,,,,
27/2/24 20:50,Q17L05,0.0049,2,,,,,,
27/2/24 20:52,Q17L06,0.0000,0,,,,,,
27/2/24 20:54,Q17L07,0.0183,1,,,,,,
27/2/24 20:56,Q17L08,0.0478,4,,,,,,
27/2/24 20:58,Q17L09,0.0679,4,,,,,,
27/2/24 20:59,Q17L10,0.3138,8,,,,,,
27/2/24 21:30,P15L01,0.0332,4,,,,,,
27/2/24 21:31,P15L02,0.0040,4,,,,,,
27/2/24 21:34,P15L03,0.0170,8,,,,,,
27/2/24 21:36,P15L04,0.0594,26,,,,,,
27/2/24 21:38,P15L05,0.0242,15,,,,,,
27/2/24 21:40,P15L06,0.0223,7,,,,,,
27/2/24 21:42,P15L07,0.0047,2,,,,,,
27/2/24 21:43,P15L08,0.0034,3,,,,,,
27/2/24 21:45,P15L09,0.0060,4,,,,,,
27/2/24 21:47,P15L10,0.0224,2,,,,,,
27/2/24 22:23,D15L01,0.0032,3,,,,,,
27/2/24 22:25,D15L02,0.0052,2,,,,,,
27/2/24 22:27,D15L03,0.0019,1,,,,,,
27/2/24 22:29,D15L04,0.0568,2,,,,,,
27/2/24 22:32,D15L05,0.0000,0,,,,,,
27/2/24 22:34,D15L06,0.0199,5,,,,,,
27/2/24 22:36,D15L07,0.0167,5,,,,,,
27/2/24 22:38,D15L08,0.0611,34,,,,,,
27/2/24 22:40,D15L09,0.0114,1,,,,,,
27/2/24 22:42,D15L10,0.0023,1,,,,,,
28/2/24 07:00,K18L10,0.0444,4,,,,,,
28/2/24 07:02,K18L09,0.0278,8,,,,,,
28/2/24 07:03,K18L08,0.0665,57,,,,,,
28/2/24 07:04,K18L07,0.0356,14,,,,,,
28/2/24 07:05,K18L06,0.0613,18,,,,,,
28/2/24 07:07,K18L05,0.0677,10,,,,,,
28/2/24 07:09,K18L04,0.0121,12,,,,,,
28/2/24 07:10,K18L03,0.0150,5,,,,,,
28/2/24 07:11,K18L02,0.0063,8,,,,,,
28/2/24 07:12,K18L01,0.1696,1,,,,,,
28/2/24 07:44,H15L10,0.0493,2,,,,,,
28/2/24 07:45,H15L09,7.8470,3,,,,,,
28/2/24 07:47,H15L08,0.9064,3,,,,,,
28/2/24 07:48,H15L07,0.0079,6,,,,,,
28/2/24 07:50,H15L06,0.0000,0,,,,,,
28/2/24 07:51,H15L05,0.0058,3,,,,,,
28/2/24 07:52,H15L04,0.0050,6,,,,,,
28/2/24 07:53,H15L03,0.0034,4,,,,,,
28/2/24 07:55,H15L02,0.0069,6,,,,,,
28/2/24 07:56,H15L01,0.0244,17,,,,,,
28/2/24 08:33,Q17L10,0.0683,3,,,,,,
28/2/24 08:35,Q17L09,0.0403,15,,,,,,
28/2/24 08:37,Q17L08,0.0935,6,,,,,,
28/2/24 08:38,Q17L07,0.0553,8,,,,,,
28/2/24 08:39,Q17L06,0.0067,1,,,,,,
28/2/24 08:41,Q17L05,0.0223,4,,,,,,
28/2/24 08:42,Q17L04,0.0708,26,,,,,,
28/2/24 08:43,Q17L03,0.3885,4,,,,,,
28/2/24 08:44,Q17L02,0.0206,3,,,,,,
28/2/24 08:46,Q17L01,0.2877,9,,,,,,
28/2/24 09:13,P15L10,0.0157,10,,,,,,
28/2/24 09:17,P15L09,0.0299,2,,,,,,
28/2/24 09:18,P15L08,0.0940,11,,,,,,
28/2/24 09:20,P15L07,0.0607,5,,,,,,
28/2/24 09:22,P15L06,0.0285,17,,,,,,
28/2/24 09:24,P15L05,0.1426,41,,,,,,
28/2/24 09:26,P15L04,0.0833,14,,,,,,
28/2/24 09:28,P15L03,0.0217,9,,,,,,
28/2/24 09:30,P15L02,0.0342,5,,,,,,
28/2/24 09:31,P15L01,4.0221,3,,,,,,
28/2/24 10:05,D15L01,0.0102,10,,,,,,
28/2/24 10:06,D15L02,0.0319,1,,,,,,
28/2/24 10:06,D15L06,0.0000,0,,,,,,
28/2/24 10:08,D15L03,0.0240,1,,,,,,
28/2/24 10:09,D15L04,0.0270,3,,,,,,
28/2/24 10:11,D15L05,0.0123,1,,,,,,
28/2/24 10:14,D15L07,0.1475,4,,,,,,
28/2/24 10:17,D15L09,0.1285,6,,,,,,
28/2/24 10:18,D15L08,0.0817,13,,,,,,
28/2/24 10:18,D15L10,0.0281,5,,,,,,
27/2/24 12:40,Q17L07,0.0000,0,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,, ,,,,
