Timestamp,Ref.,Weight,Number
14/11/23 11:00,P15L05,0.0542,9
14/11/23 11:02,P15L06,0.0375,7
14/11/23 11:03,P15L07,0.0290,5
14/11/23 11:05,P15L08,0.0044,2
14/11/23 11:06,P15L09,0.0172,5
14/11/23 11:07,P15L10,0.0044,3
14/11/23 11:10,P15L01,0.1048,11
14/11/23 11:11,P15L02,0.0192,8
14/11/23 11:13,P15L03,0.0308,11
14/11/23 11:14,P15L04,0.0174,7
14/11/23 12:23,K18L04,0.0115,1
14/11/23 11:36,Q17L05,0.0028,1
14/11/23 11:38,Q17L06,0.0041,2
14/11/23 11:39,Q17L07,0.0015,1
14/11/23 11:40,Q17L08,0.0025,1
14/11/23 13:41,H15L09,0.0040,2
14/11/23 11:42,Q17L09,0.0032,7
14/11/23 11:44,Q17L10,0.0000,0
14/11/23 11:46,Q17L04,0.0132,1
14/11/23 11:48,Q17L03,0.0085,1
14/11/23 11:49,Q17L02,0.0012,1
14/11/23 11:51,Q17L01,0.0006,1
14/11/23 12:22,K18L06,0.0282,5
14/11/23 12:23,K18L05,0.0267,6
14/11/23 12:30,K18L03,0.0281,4
14/11/23 12:31,K18L02,0.0233,4
14/11/23 12:33,K18L01,0.0572,9
14/11/23 12:38,K18L07,0.0088,2
14/11/23 12:40,K18L08,0.0019,2
14/11/23 12:40,K18L09,0.0043,2
14/11/23 12:42,K18L10,0.0157,5
14/11/23 13:06,D15L05,0.0000,0
14/11/23 13:08,D15L06,6.7288,1
14/11/23 13:09,D15L07,0.0151,2
14/11/23 13:10,D15L08,0.0076,3
14/11/23 15:10,P15L07,0.0000,0
14/11/23 13:11,D15L09,0.0239,3
14/11/23 15:11,P15L08,0.0112,4
14/11/23 13:12,D15L10,0.0000,0
14/11/23 15:14,P15L09,0.0000,0
14/11/23 13:15,D15L04,0.0074,1
14/11/23 15:15,P15L10,0.0051,2
14/11/23 13:16,D15L03,0.0011,1
14/11/23 13:17,D15L02,0.0072,3
14/11/23 13:20,D15L01,0.0821,9
14/11/23 13:27,H15L06,0.0031,2
14/11/23 13:28,H15L05,0.0000,0
14/11/23 13:32,H15L04,0.0000,0
14/11/23 13:33,H15L02,0.0044,3
14/11/23 13:35,H15L02,0.0040,2
14/11/23 13:36,H15L01,0.0036,2
14/11/23 13:39,H15L07,0.0051,2
14/11/23 13:40,H15L08,0.0051,3
14/11/23 13:43,H15L10,0.0145,2
14/11/23 15:00,P15L05,0.0026,1
14/11/23 15:02,P15L04,0.0000,0
14/11/23 15:03,P15L03,0.0000,0
14/11/23 15:05,P15L02,0.0000,0
14/11/23 15:07,P15L01,0.0012,1
14/11/23 15:08,P15L06,0.0000,0
14/11/23 15:40,Q17L05,0.0033,1
14/11/23 15:41,Q17L04,0.0000,0
14/11/23 15:43,Q17L03,0.0000,0
14/11/23 15:44,Q17L02,0.0000,0
14/11/23 15:46,Q17L01,0.0000,0
14/11/23 15:48,Q17L06,0.0000,0
14/11/23 15:49,Q17L07,0.0057,2
14/11/23 15:51,Q17L08,0.0000,0
14/11/23 15:52,Q17L09,0.0000,0
14/11/23 15:54,Q17L10,0.0012,1
14/11/23 16:29,K18L05,0.0022,1
14/11/23 16:30,K18L04,0.0000,0
14/11/23 16:32,K18L03,0.0036,2
14/11/23 16:33,K18L02,0.0049,2
14/11/23 16:35,K18L01,0.0272,4
14/11/23 16:37,K18L06,0.0023,1
14/11/23 16:38,K18L07,0.0000,0
