Timestamp,Ref.,Weight,Number,,,,,,
30/7/24 11:44,J13L02,0,0,,,,,,
30/7/24 12:14,J15L02,0,0,,,,,,
30/7/24 12:15,J15L01,0,0,,,,,,
30/7/24 11:43,J13L03,0,0,,,,,,
30/7/24 11:45,J13L01,0,0,,,,,,
30/7/24 11:40,J13L05,0,0,,,,,,
30/7/24 11:38,J13L07,0,0,,,,,,
30/7/24 11:37,J13L08,0,0,,,,,,
30/7/24 11:34,J13L10,0,0,,,,,,
30/7/24 11:42,J13L04,0,0,,,,,,
30/7/24 11:04,L15L06,0,0,,,,,,
30/7/24 11:02,L15L08,0,0,,,,,,
30/7/24 11:01,L15L09,0,0,,,,,,
30/7/24 11:06,L15L04,0,0,,,,,,
30/7/24 11:07,L15L03,0,0,,,,,,
30/7/24 11:35,J13L09,0,0,,,,,,
30/7/24 11:03,L15L07,0,0,,,,,,
30/7/24 11:05,L15L05,0,0,,,,,,
30/7/24 11:09,L15L01,0,0,,,,,,
30/7/24 11:39,J13L06,0,0,,,,,,
30/7/24 11:00,L15L10,0,0,,,,,,
30/7/24 11:08,L15L02,0,0,,,,,,
30/7/24 13:19,O18L05,0,0,,,,,,
30/7/24 12:13,J15L03,0,0,,,,,,
30/7/24 12:07,J15L08,0,0,,,,,,
30/7/24 12:10,J15L05,0,0,,,,,,
30/7/24 12:06,J15L09,0,0,,,,,,
30/7/24 12:05,J15L10,0,0,,,,,,
30/7/24 12:12,J15L04,0,0,,,,,,
30/7/24 12:50,L17L01,0,0,,,,,,
30/7/24 12:43,L17L07,0,0,,,,,,
30/7/24 12:39,L17L10,0,0,,,,,,
30/7/24 12:42,L17L08,0,0,,,,,,
30/7/24 12:40,L17L09,0,0,,,,,,
30/7/24 12:49,L17L02,0,0,,,,,,
30/7/24 12:44,L17L06,0,0,,,,,,
30/7/24 13:14,O18L09,0,0,,,,,,
30/7/24 12:47,L17L04,0.0083,4,,,,,,
30/7/24 13:15,O18L10,0.0031,1,,,,,,
30/7/24 13:18,O18L06,0.0046,1,,,,,,
30/7/24 12:09,J15L06,0.0025,1,,,,,,
30/7/24 13:22,O18L02,0.0453,5,,,,,,
30/7/24 13:20,O18L04,0.0081,3,,,,,,
30/7/24 13:21,O18L03,0.0033,1,,,,,,
30/7/24 12:48,L17L03,0.0056,6,,,,,,
30/7/24 13:23,O18L01,0.0582,8,,,,,,
30/7/24 12:45,L17L05,0.0017,1,,,,,,
30/7/24 13:17,O18L07,0.0034,5,,,,,,
30/7/24 12:08,J15L07,0.0174,2,,,,,,
30/7/24 13:16,O18L08,0.0199,1, ,,,,,
30/7/24 17:14,O18L06,0.003,1,,,,,,
30/7/24 20:11,J15L08,0,0,,,,,,
30/7/24 20:12,J15L07,0,0,,,,,,
30/7/24 17:12,O18L08,0,0,,,,,,
30/7/24 15:40,J13L03,0,0,,,,,,
30/7/24 15:34,J13L08,0,0,,,,,,
30/7/24 16:39,L17L08,0,0,,,,,,
30/7/24 16:36,L17L10,0,0,,,,,,
30/7/24 16:08,J15L09,0,0,,,,,,
30/7/24 17:17,O18L03,0,0,,,,,,
30/7/24 17:13,O18L07,0,0,,,,,,
30/7/24 16:07,J15L10,0,0,,,,,,
30/7/24 16:45,L17L03,0,0,,,,,,
30/7/24 20:18,J15L01,0,0,,,,,,
30/7/24 17:19,O18L01,0,0,,,,,,
30/7/24 20:15,J15L04,0,0,,,,,,
30/7/24 16:46,L17L02,0,0,,,,,,
30/7/24 20:14,J15L05,0,0,,,,,,
30/7/24 20:17,J15L02,0,0,,,,,,
30/7/24 20:51,L17L01,0,0,,,,,,
30/7/24 20:40,L17L10,0,0,,,,,,
30/7/24 21:20,O18L06,0,0,,,,,,
30/7/24 21:21,O18L05,0,0,,,,,,
30/7/24 20:41,L17L09,0,0,,,,,,
30/7/24 21:16,O18L10,0,0,,,,,,
30/7/24 19:04,J13L06,0,0,,,,,,
30/7/24 19:03,J13L07,0,0,,,,,,
30/7/24 19:10,J13L01,0,0,,,,,,
30/7/24 19:08,J13L03,0,0,,,,,,
30/7/24 19:02,J13L08,0,0,,,,,,
30/7/24 19:45,L15L06,0,0,,,,,,
30/7/24 19:42,L15L08,0,0,,,,,,
30/7/24 19:41,L15L09,0,0,,,,,,
30/7/24 19:44,L15L07,0,0,,,,,,
30/7/24 19:49,L15L02,0,0,,,,,,
30/7/24 19:48,L15L03,0,0,,,,,,
30/7/24 21:18,O18L08,0,0,,,,,,
30/7/24 17:18,O18L02,0.0197,3,,,,,,
30/7/24 17:16,O18L04,0.0031,3,,,,,,
30/7/24 15:32,J13L10,0.0031,2,,,,,,
30/7/24 15:37,J13L06,0.0059,2,,,,,,
30/7/24 15:10,L15L02,0.0056,1,,,,,,
30/7/24 15:39,J13L04,0.0031,2,,,,,,
30/7/24 19:00,J13L10,0.0084,1,,,,,,
30/7/24 19:09,J13L02,0.0234,1,,,,,,
30/7/24 19:47,L15L04,0.0009,1,,,,,,
30/7/24 19:50,L15L01,0.0091,2,,,,,,
30/7/24 21:19,O18L07,0.0203,3,,,,,,
30/7/24 19:46,L15L05,0.0052,1,,,,,,
30/7/24 21:23,O18L04,0.0048,1,,,,,,
30/7/24 21:17,O18L09,0.0033,1,,,,,,
30/7/24 19:40,L15L10,0.0123,2,,,,,,
30/7/24 21:24,O18L03,0.0087,1,,,,,,
30/7/24 20:16,J15L03,0,0,,,,,,
30/7/24 20:42,L17L08,0.0484,1,,,,,,
30/7/24 20:48,L17L03,0.0075,3,,,, ,,
30/7/24 20:09,J15L10,0.0176,1,,,,,,
30/7/24 20:43,L17L07,0.0055,1,,,,,,
