Timestamp,Ref.,Weight,Number,,,,,,
30/7/24 19:01,J13L09,0.0062,2,,,,,,
30/7/24 21:26,O18L01,0.0038,1,,,,,,
30/7/24 20:50,L17L02,0.0216,1,,,,,,
30/7/24 20:45,L17L06,0.0642,5,,,,,,
30/7/24 19:07,J13L04,0.0291,1,,,,,,
30/7/24 16:11,J15L06,0.0008,3,,,,,,
30/7/24 16:42,L17L05,0.0051,2,,,,,,
30/7/24 17:15,O18L05,0.043,1,,,,,,
30/7/24 20:10,J15L09,0,0,,,,,,
30/7/24 16:15,J15L03,0.0018,3,,,,,,
30/7/24 20:46,L17L05,0.0068,1,,,,,,
30/7/24 20:13,J15L06,0.0068,2,,,,,,
30/7/24 20:47,L17L04,0.0026,1,,,,,,
30/7/24 21:25,O18L02,0.0515,1,,,,,,
30/7/24 17:10,O18L10,0.0063,1,,,,,,
30/7/24 16:41,L17L06,0.0236,1,,,,,,
30/7/24 16:12,J15L05,0.0432,2,,,,,,
30/7/24 16:18,J15L01,0.0033,2,,,,,,
30/7/24 16:17,J15L02,0.0046,1,,,,,,
30/7/24 16:43,L17L04,0,0,,,,,,
30/7/24 16:37,L17L09,0.0841,2,,,,,,
30/7/24 19:05,J13L05,0.0047,1,,,,,,
30/7/24 16:47,L17L01,0.0024,1,,,,,,
30/7/24 16:14,J15L04,0.0052,2,,,,,,
30/7/24 16:40,L17L07,0.0017,1,,,,,,
30/7/24 16:10,J15L07,0.0392,10,,,,,,
30/7/24 17:11,O18L09,0.0049,1,,,,,,
30/7/24 16:09,J15L08,0.0121,1,,,,,,
30/7/24 15:33,J13L09,0.0101,1,,,,,,
30/7/24 15:07,L15L05,0,0,,,,,,
31/7/24 07:36,J13L09,0,0,,,,,,
31/7/24 07:46,J13L02,0,0,,,,,,
31/7/24 07:38,J13L08,0,0,,,,,,
31/7/24 07:04,L15L07,0,0,,,,,,
31/7/24 07:08,L15L04,0,0,,,,,,
31/7/24 07:11,L15L02,0,0,,,,,,
31/7/24 08:10,J15L08,0,0,,,,,,
31/7/24 07:03,L15L08,0,0,,,,,,
31/7/24 07:00,L15L10,0,0,,,,,,
31/7/24 07:05,L15L06,0,0,,,,,,
31/7/24 07:06,L15L05,0,0,,,,,,
31/7/24 08:57,L17L04,0,0,,,,,,
31/7/24 09:01,L17L01,0,0,,,,,,
31/7/24 08:55,L17L05,0,0,,,,,,
31/7/24 08:52,L17L08,0,0,,,,,,
31/7/24 08:54,L17L06,0,0,,,,,,
31/7/24 08:53,L17L07,0,0,,,,,,
31/7/24 08:50,L17L10,0,0,,,,,,
31/7/24 08:51,L17L09,0,0,,,,,,
31/7/24 07:39,J13L07,0,0,,,,,,
31/7/24 09:00,L17L02,0,0,,,,,,
31/7/24 08:11,J15L07,0,0,,,,,,
31/7/24 08:14,J15L04,0,0,,,,,,
31/7/24 08:09,J15L09,0,0,,,,,,
31/7/24 08:12,J15L06,0,0,,,,,,
31/7/24 09:38,O18L03,0,0,,,,,,
31/7/24 09:33,O18L07,0,0,,,,,,
31/7/24 09:37,O18L04,0,0,,,,,,
31/7/24 09:34,O18L06,0,0,,,,,,
31/7/24 09:40,O18L02,0,0,,,,,,
31/7/24 08:08,J15L10,0,0,,,,,,
31/7/24 09:30,O18L09,0,0,,,,,,
31/7/24 08:13,J15L05,0,0,,,,,,
31/7/24 08:18,J15L01,0,0,,,,,,
31/7/24 09:35,O18L05,0,0,,,,,,
31/7/24 09:41,O18L01,0.0018,2,,,,,,
31/7/24 08:15,J15L03,0.0061,1,,,,,,
30/7/24 15:05,L15L06,0.0023,1,,,,,,
31/7/24 09:32,O18L08,0.0062,1,,,,,,
30/7/24 15:11,L15L01,0.0036,4,,,,,,
31/7/24 07:47,J13L01,0.0004,1,,,,,,
31/7/24 07:45,J13L03,0.0644,3,,,,,,
30/7/24 15:09,L15L03,0.1341,9,,,,,,
30/7/24 15:03,L15L08,0.0038,7,,,,,,
31/7/24 07:43,J13L04,0.0039,2,,,,,,
30/7/24 15:42,J13L01,0.0019,2,,,,,,
30/7/24 15:38,J13L05,0.0011,1,,,,,,
30/7/24 15:00,L15L10,0.0573,2,,,,,,
30/7/24 15:08,L15L04,0.0962,2,,,,,,
30/7/24 15:41,J13L02,0.0009,1,,,,,,
30/7/24 15:36,J13L07,0.0035,2,,,,,,
30/7/24 15:01,L15L09,0.0017,2,,,,,,
30/7/24 15:04,L15L07,0.0027,2,,,,,,
31/7/24 07:35,J13L10,0.0297,5,,,,,,
31/7/24 09:29,O18L10,0.0147,1,,,,,,
31/7/24 07:40,J13L06,0.0102,1,,,,,,
31/7/24 07:41,J13L05,0.0008,1,,,,,,
31/7/24 07:12,L15L01,0.0038,1,,,,,,
31/7/24 07:01,L15L09,0.0558,2,,,,,,
31/7/24 07:09,L15L03,0.0014,2,,,,,,
31/7/24 08:58,L17L03,0.0005,1,,,,,,
31/7/24 08:17,J15L02,0.0108,1,,,,,,
,,,,,,,,,
