Timestamp,Ref.,Weight,Number,,,,
24/7/24 22:29,P15L09,0,0,,,,
24/7/24 22:02,Q17L04,0,0,,,,
24/7/24 22:38,P15L02,0,0,,,,
24/7/24 21:10,K18L06,0,0,,,,
24/7/24 21:08,K18L07,0,0,,,,
24/7/24 21:12,K18L04,0,0,,,,
24/7/24 22:36,P15L03,0,0,,,,
24/7/24 20:26,H15L06,0,0,,,,
24/7/24 21:59,Q17L06,0,0,,,,
24/7/24 20:25,H15L07,0,0,,,,
24/7/24 20:31,H15L02,0,0,,,,
24/7/24 20:33,H15L01,0,0,,,,
24/7/24 20:24,H15L08,0,0,,,,
24/7/24 21:15,K18L02,0,0,,,,
24/7/24 20:27,H15L05,0,0,,,,
24/7/24 22:36,P15L08,0,0,,,,
24/7/24 21:04,K18L10,0,0,,,,
24/7/24 21:11,K18L05,0,0,,,,
24/7/24 22:05,Q17L01,0,0,,,,
24/7/24 22:01,Q17L05,0,0,,,,
24/7/24 20:00,D15L10,0,0,,,,
24/7/24 20:30,H15L03,0,0,,,,
24/7/24 22:04,Q17L02,0,0,,,,
24/7/24 21:13,K18L03,0,0,,,,
24/7/24 20:29,H15L04,0,0,,,,
24/7/24 20:11,D15L01,0,0,,,,
24/7/24 20:04,D15L07,0,0,,,,
25/7/24 09:27,Q17L07,0,0,,,,
24/7/24 20:09,D15L03,0,0,,,,
24/7/24 21:58,Q17L07,0,0,,,,
25/7/24 09:28,Q17L06,0,0,,,,
24/7/24 22:34,P15L05,0,0,,,,
25/7/24 09:33,Q17L02,0,0,,,,
25/7/24 09:23,Q17L10,0,0,,,,
24/7/24 20:05,D15L06,0,0,,,,
24/7/24 20:06,D15L05,0,0,,,,
25/7/24 09:34,Q17L01,0,0,,,,
24/7/24 20:07,D15L04,0,0,,,,
24/7/24 21:07,K18L08,0,0,,,,
25/7/24 10:07,P15L04,0,0,,,,
24/7/24 22:33,P15L06,0,0,,,,
24/7/24 22:03,Q17L03,0,0,,,,
24/7/24 22:38,P15L10,0,0,,,,
25/7/24 09:31,Q17L04,0,0,,,,
24/7/24 21:57,Q17L08,0,0,,,,
25/7/24 10:00,P15L10,0,0,,,,
24/7/24 22:31,P15L07,0,0,,,,
25/7/24 10:02,P15L08,0,0,,,,
25/7/24 10:10,P15L01,0,0,,,,
25/7/24 08:39,K18L02,0,0,,,,
25/7/24 09:29,Q17L05,0,0,,,,
25/7/24 08:36,K18L04,0,0,,,,
25/7/24 09:26,Q17L08,0,0,,,,
25/7/24 08:29,K18L09,0,0,,,,
25/7/24 08:35,K18L05,0,0,,,,
25/7/24 08:31,K18L08,0,0,,,,
25/7/24 08:37,K18L03,0,0,,,,
25/7/24 08:32,K18L07,0,0,,,,
25/7/24 08:33,K18L06,0,0,,,,
25/7/24 07:28,H15L10,0,0,,,,
25/7/24 10:01,P15L09,0,0,,,,
25/7/24 10:04,P15L06,0,0,,,,
25/7/24 10:03,P15L07,0,0,,,,
24/7/24 17:38,K18L09,0,0,,,,
24/7/24 19:05,P15L02,0,0,,,,
24/7/24 16:51,D15L01,0,0,,,,
24/7/24 17:08,H15L04,0,0,,,,
24/7/24 13:17,Q17L10,0,0,,,,
24/7/24 12:26,K18L04,0,0,,,,
24/7/24 17:05,H15L06,0,0,,,,
24/7/24 18:29,Q17L04,0,0,,,,
24/7/24 17:48,K18L01,0,0,,,,
25/7/24 07:00,D15L10,0,0,,,,
25/7/24 07:04,D15L07,0,0,,,,
25/7/24 07:05,D15L06,0,0,,,,
25/7/24 10:06,P15L05,0,0,,,,
24/7/24 18:32,Q17L01,0,0,,,,
24/7/24 16:50,D15L02,0,0,,,,
24/7/24 17:01,H15L09,0,0,,,,
24/7/24 13:23,Q17L05,0,0,,,,
24/7/24 19:00,P15L06,0,0,,,,
24/7/24 18:57,P15L08,0,0,,,,
24/7/24 18:56,P15L09,0,0,,,,
24/7/24 18:55,P15L10,0,0,,,,
24/7/24 19:03,P15L03,0,0,,,,
25/7/24 07:11,D15L02,0,0,,,,
25/7/24 07:39,H15L02,0,0,,,,
25/7/24 07:29,H15L09,0,0,,,,
25/7/24 07:33,H15L06,0,0,,,,
25/7/24 10:09,P15L02,0,0,,,,
25/7/24 07:34,H15L05,0,0,,,,
25/7/24 07:02,D15L08,0,0,,,,
25/7/24 07:09,D15L03,0,0,,,,
25/7/24 07:40,H15L01,0,0,,,,
25/7/24 07:08,D15L04,0,0,,,,
25/7/24 07:01,D15L09,0,0,,,,
25/7/24 07:12,D15L01,0,0,,,,
25/7/24 07:31,H15L07,0,0,,,,
25/7/24 07:37,H15L03,0,0,,,,
24/7/24 12:22,K18L02,0,0,,,,
24/7/24 12:27,K18L03,0,0,,,,
24/7/24 19:01,P15L05,0,0,,,,
24/7/24 17:11,H15L02,0,0,,,,
24/7/24 19:06,P15L01,0,0,,,,
24/7/24 17:02,H15L08,0,0,,,,
24/7/24 11:12,D15L01,0,0,,,,
24/7/24 13:21,Q17L07,0,0,,,,
24/7/24 13:27,Q17L02,0,0,,,,
24/7/24 16:47,D15L04,0,0,,,,
24/7/24 16:45,D15L06,0,0,,,,
24/7/24 17:42,K18L06,0,0,,,,
24/7/24 11:07,D15L05,0,0,,,,
24/7/24 11:01,D15L09,0,0,,,,
24/7/24 17:37,K18L10,0,0,,,,
24/7/24 16:43,D15L07,0,0,,,,
24/7/24 18:23,Q17L09,0,0,,,,
24/7/24 17:12,H15L01,0,0,,,,
24/7/24 12:25,K18L05,0,0,,,,
24/7/24 11:25,H15L09,0,0,,,,
24/7/24 16:48,D15L03,0,0,,,,
24/7/24 12:23,K18L06,0,0,,,,
24/7/24 11:11,D15L02,0,0,,,,
24/7/24 13:25,Q17L04,0,0,,,,
24/7/24 17:09,H15L03,0,0,,,,
24/7/24 18:26,Q17L07,0,0,,,,
24/7/24 17:04,H15L07,0,0,,,,
24/7/24 13:26,Q17L03,0,0,,,,
24/7/24 18:24,Q17L08,0,0,,,,
24/7/24 13:20,Q17L08,0,0,,,,
24/7/24 11:08,D15L04,0,0,,,,
24/7/24 13:28,Q17L01,0,0,,,,
24/7/24 13:18,Q17L09,0,0,,,,
24/7/24 18:58,P15L07,0,0,,,,
24/7/24 17:00,H15L10,0,0,,,,
24/7/24 11:06,D15L06,0,0,,,,
24/7/24 19:02,P15L04,0,0,,,,
24/7/24 17:43,K18L03,0,0,,,,
24/7/24 17:06,H15L05,0,0,,,,
24/7/24 13:54,P15L08,0,0,,,,
24/7/24 11:04,D15L07,0,0,,,,
24/7/24 13:22,Q17L06,0,0,,,,
24/7/24 16:41,D15L09,0,0,,,,
24/7/24 16:42,D15L08,0,0,,,,
24/7/24 16:40,D15L10,0,0,,,,
24/7/24 16:46,D15L05,0,0,,,,
24/7/24 18:28,Q17L05,0,0,,,,
24/7/24 12:18,K18L10,0,0,,,,
24/7/24 11:33,H15L02,0,0,,,,
24/7/24 12:29,K18L01,0,0,,,,
24/7/24 17:41,K18L07,0.0067,5,,,,
24/7/24 13:55,P15L07,0.0053,1,,,,
24/7/24 11:34,H15L01,0.0035,1,,,,
25/7/24 10:08,P15L03,0.0023,1,,,,
24/7/24 13:57,P15L05,0.0638,3,,,,
24/7/24 11:03,D15L08,0.0039,6,,,,
25/7/24 07:36,H15L04,0.0569,1,,,,
24/7/24 17:47,K18L02,0.0031,4,,,,
25/7/24 09:32,Q17L03,0.0118,2,,,,
25/7/24 07:30,H15L08,0.0262,1,,,,
