Timestamp,Ref.,Weight,Number,,,,
4/12/24 08:19,L15L01,0.0159,7,,,,
4/12/24 08:16,L15L03,0.0039,1,,,,
3/12/24 12:26,L15L01,0.0461,5,,,,
3/12/24 12:14,L15L09,0.0215,5,,,,
4/12/24 08:09,L15L08,0.1139,69,,,,
4/12/24 08:10,L15L07,0.1097,4,,,,
3/12/24 12:16,L15L08,0.0061,7,,,,
4/12/24 08:07,L15L09,1.5059,1,,,,
3/12/24 12:13,L15L10,0.0047,2,,,,
4/12/24 08:06,L15L10,0.0587,2,,,,
3/12/24 20:14,L15L06,0.0016,1,,,,
3/12/24 12:18,L15L06,0.0127,7,,,,
3/12/24 12:20,L15L05,0.0241,3,,,,
3/12/24 16:17,L15L05,0.0463,2,,,,
3/12/24 20:20,L15L02,0.0991,1,,,,
3/12/24 16:22,L15L02,0.0613,5,,,,
3/12/24 20:18,L15L03,0.0833,2,,,,
3/12/24 20:11,L15L08,0.0117,13,,,,
3/12/24 16:19,L15L04,0.0166,3,,,,
3/12/24 16:13,L15L08,0.0079,2,,,,
3/12/24 16:20,L15L03,0.0607,1,,,,
3/12/24 20:12,L15L01,0.0018,1,,,,
3/12/24 20:15,L15L05,0.0059,2,,,,
3/12/24 20:10,L15L09,0.0539,6,,,,
3/12/24 20:17,L15L04,0.0076,1,,,,
3/12/24 12:21,L15L04,0.0106,6,,,,
3/12/24 16:11,L15L10,0.0079,1,,,,
3/12/24 12:23,L15L03,0.7356,10,,,,
3/12/24 16:16,L15L06,0.0014,3,,,,
3/12/24 20:09,L15L10,0.0489,2,,,,
3/12/24 12:24,L15L02,0.0633,18,,,,
3/12/24 12:17,L15L07,0.0042,1,,,,
4/12/24 08:55,O18L10,0.2952,6,,,,
3/12/24 16:53,O18L10,0.0023,1,,,,
4/12/24 09:07,O18L01,0.0989,1,,,,
3/12/24 17:04,O18L02,0.0063,4,,,,
3/12/24 16:59,O18L05,0.0122,4,,,,
3/12/24 21:07,O18L05,0.0012,3,,,,
3/12/24 13:02,O18L07,0.0248,3,,,,
4/12/24 09:00,O18L06,0.0712,2,,,,
3/12/24 17:09,O18L01,0.0095,4,,,,
3/12/24 21:04,O18L07,0.0415,12,,,,
3/12/24 16:55,O18L08,0.0098,5,,,,
3/12/24 13:10,O18L02,0.0389,4,,,,
3/12/24 17:02,O18L03,0.0033,1,,,,
3/12/24 13:58,O18L10,0.0025,1,,,,
3/12/24 21:03,O18L08,0.0016,1,,,,
4/12/24 08:56,O18L09,0.0262,2,,,,
3/12/24 12:59,O18L09,0.0535,2,,,,
3/12/24 21:12,O18L02,0.0017,1,,,,
4/12/24 09:01,O18L05,0.0095,3,,,,
3/12/24 13:07,O18L04,0.0083,3,,,,
4/12/24 09:04,O18L03,0.3173,3,,,,
3/12/24 21:00,O18L10,0.0087,1,,,,
3/12/24 13:01,O18L08,0.0005,1,,,,
3/12/24 13:05,O18L05,0.0147,5,,,,
3/12/24 13:08,O18L03,0.0213,7,,,,
3/12/24 21:01,O18L09,0.1829,1,,,,
3/12/24 13:11,O18L01,0.0044,2,,,,
3/12/24 21:10,O18L03,0.0005,1,,,,
3/12/24 13:04,O18L06,0.0497,2,,,,
3/12/24 21:13,O18L01,0.0195,2,,,,
3/12/24 15:39,J13L03,0.0025,2,,,,
3/12/24 15:42,J13L01,0.0041,2,,,,
4/12/24 07:31,J13L07,0.0237,4,,,,
4/12/24 07:34,J13L05,0.0077,1,,,,
