Timestamp,Ref.,Weight,Number,,,,
10/9/24 12:26,L17L07,0.0039,1,,,,
10/9/24 12:22,L17L10,0.0591,3,,,,
10/9/24 12:29,L17L05,0.0025,2,,,,
10/9/24 12:24,L17L09,0.0381,2,,,,
10/9/24 11:11,J13L01,0.0151,9,,,,
10/9/24 11:03,J13L08,0.0009,1,,,,
10/9/24 11:07,J13L04,0.0006,2,,,,
10/9/24 11:09,J13L03,0.0002,1,,,,
10/9/24 11:04,J13L07,0.0003,1,,,,
10/9/24 13:11,O18L05,0.0114,3,,,,
10/9/24 11:50,L15L06,0.0009,1,,,,
10/9/24 13:08,O18L07,0.0098,12,,,,
10/9/24 11:51,L15L05,0.0238,1,,,,
10/9/24 13:06,O18L09,0.0063,2,,,,
10/9/24 13:05,O18L10,0.0163,1,,,,
10/9/24 13:16,O18L01,0.0199,3,,,,
10/9/24 13:14,O18L03,0.0267,8,,,,
10/9/24 13:15,O18L02,0.0258,4,,,,
10/9/24 11:47,L15L08,0.0076,10,,,,
10/9/24 11:55,L15L02,0.1043,2,,,,
10/9/24 11:53,L15L04,0.0966,2,,,,
10/9/24 13:55,J15L05,0.0552,8,,,,
10/9/24 13:53,J15L07,0.0063,1,,,,
10/9/24 13:49,J15L10,0.0332,2,,,,
10/9/24 13:56,J15L04,0.0004,4,,,,
10/9/24 13:51,J15L08,0.0014,1,,,,
10/9/24 11:00,J13L10,0.0085,1,,,,
10/9/24 13:13,O18L04,0,0,,,,
10/9/24 13:50,J15L09,0,0,,,,
10/9/24 13:58,J15L02,0,0,,,,
10/9/24 13:54,J15L06,0,0,,,,
10/9/24 13:57,J15L03,0,0,,,,
10/9/24 14:00,J15L01,0,0,,,,
10/9/24 13:10,O18L06,0,0,,,,
10/9/24 11:45,L15L09,0,0,,,,
10/9/24 13:07,O18L08,0,0,,,,
10/9/24 11:44,L15L10,0,0,,,,
10/9/24 11:49,L15L07,0,0,,,,
10/9/24 11:58,L15L01,0,0,,,,
10/9/24 11:10,J13L02,0,0,,,,
10/9/24 12:25,L17L08,0,0,,,,
10/9/24 12:32,L17L03,0,0,,,,
10/9/24 12:30,L17L04,0,0,,,,
10/9/24 11:06,J13L05,0,0,,,,
10/9/24 11:05,J13L06,0,0,,,,
10/9/24 12:33,L17L01,0,0,,,,
10/9/24 11:01,J13L09,0,0,,,,
10/9/24 12:28,L17L06,0,0,,,,
10/9/24 12:32,L17L02,0,0,,,,
10/9/24 11:54,L15L03,0,0,,,,
10/9/24 17:01,O18L07,0.0022,3,,,,
10/9/24 17:08,O18L01,0.0562,7,,,,
10/9/24 17:07,O18L02,0.0092,4,,,,
10/9/24 17:06,O18L03,0.0082,2,,,,
10/9/24 21:04,O18L07,0.0261,4,,,,
10/9/24 17:04,O18L04,0.0035,2,,,,
10/9/24 21:06,O18L06,0.0431,1,,,,
10/9/24 21:01,O18L09,0.0031,1,,,,
10/9/24 21:13,O18L01,0.0106,1,,,,
10/9/24 21:00,O18L10,0.0158,1,,,,
10/9/24 19:09,J13L03,0.0213,2,,,,
10/9/24 19:09,J13L02,0.0293,5,,,,
10/9/24 15:07,J13L05,0.0542,1,,,,
10/9/24 15:00,J13L10,0.0034,1,,,,
10/9/24 15:10,J13L03,0.0067,1,,,,
10/9/24 15:04,J13L07,0.0146,4,,,,
10/9/24 15:06,J13L06,0.0078,1,,,,
10/9/24 15:10,J13L02,0.0089,1,,,,
10/9/24 19:05,J13L06,0.0115,1,,,,
10/9/24 19:02,J13L08,0.0099,2,,,,
10/9/24 19:01,J13L09,0.0243,3,,,,
10/9/24 19:50,L15L08,0.0061,3,,,,
10/9/24 15:49,L15L03,0.0706,1,,,,
10/9/24 19:58,L15L01,0.0118,1,,,,
10/9/24 15:38,L15L10,0.0099,1,,,,
10/9/24 19:47,L15L10,0.0504,1,,,,
10/9/24 15:51,L15L01,0.0181,5,,,,
10/9/24 15:41,L15L08,0.0057,1,,,,
10/9/24 19:52,L15L06,0.0095,1,,,,
10/9/24 15:43,L15L06,0.0078,1,,,,
10/9/24 19:48,L15L09,0.0048,1,,,,
10/9/24 19:57,L15L02,0.0114,2,,,,
10/9/24 16:24,L17L10,0.0147,1,,,,
10/9/24 20:32,L17L02,0.0078,1,,,,
10/9/24 16:29,L17L06,0.0172,2,,,,
10/9/24 20:25,L17L07,0.0254,1,,,,
10/9/24 16:32,L17L04,0.0047,1,,,,
10/9/24 16:30,L17L05,0.0107,1,,,,
10/9/24 21:58,J15L04,0.0984,1,,,,
10/9/24 21:50,J15L10,0.0138,1,,,,
10/9/24 17:37,J15L10,0.0301,2,,,,
10/9/24 17:46,J15L02,0.0395,1,,,,
10/9/24 17:43,J15L05,0.0175,3,,,,
10/9/24 21:54,J15L07,0.0677,3,,,,
10/9/24 21:52,J15L09,0.0325,1,,,,
10/9/24 17:41,J15L07,0.0089,1,,,,
10/9/24 22:02,J15L01,0.0072,2,,,,
10/9/24 17:40,J15L08,0.0163,1,,,,
10/9/24 17:44,J15L04,0.0095,1,,,,
10/9/24 17:42,J15L06,0.0151,2,,,,
10/9/24 21:59,J15L03,0.0065,1,,,,
10/9/24 21:55,J15L06,0.0199,2,,,,
10/9/24 19:54,L15L05,0,0,,,,
10/9/24 17:47,J15L01,0,0,,,,
10/9/24 17:03,O18L05,0,0,,,,
10/9/24 16:35,L17L01,0,0,,,,
10/9/24 19:00,J13L10,0,0,,,,
10/9/24 17:45,J15L03,0,0,,,,
10/9/24 19:11,J13L01,0,0,,,,
10/9/24 16:32,L17L02,0,0,,,,
10/9/24 16:26,L17L08,0,0,,,,
10/9/24 17:00,O18L08,0,0,,,,
10/9/24 19:55,L15L04,0,0,,,,
10/9/24 16:57,O18L10,0,0,,,,
10/9/24 17:02,O18L06,0,0,,,,
10/9/24 15:01,J13L09,0,0,,,,
