Timestamp,Ref.,Weight,Number,,,,
23/10/24 07:51,O18L06,0.0596,2,,,,
23/10/24 07:54,O18L04,0.0326,1,,,,
23/10/24 07:48,O18L09,0.0033,1,,,,
23/10/24 07:50,O18L07,0.1617,5,,,,
23/10/24 07:55,O18L03,0.0347,1,,,,
23/10/24 07:57,O18L01,0.4203,7,,,,
22/10/24 13:06,J13L05,0.0707,1,,,,
23/10/24 07:56,O18L02,0.0689,2,,,,
23/10/24 07:49,O18L08,0.0068,1,,,,
22/10/24 11:40,O18L08,0.0097,1,,,,
22/10/24 11:43,O18L05,0.0052,1,,,,
22/10/24 11:48,O18L01,0.0212,3,,,,
22/10/24 15:46,O18L05,0.0014,2,,,,
22/10/24 19:51,O18L01,0.0261,4,,,,
22/10/24 11:39,O18L09,0.0129,1,,,,
22/10/24 15:49,O18L02,0.0013,1,,,,
22/10/24 15:42,O18L09,0.0035,2,,,,
22/10/24 15:43,O18L08,0.0052,2,,,,
23/10/24 07:47,O18L10,0.0032,1,,,,
22/10/24 19:44,O18L07,0.0013,3,,,,
22/10/24 19:41,O18L10,0.0046,1,,,,
22/10/24 19:45,O18L06,0.0019,1,,,,
22/10/24 21:46,J15L09,0.0097,1,,,,
22/10/24 15:45,O18L06,0.0125,1,,,,
22/10/24 19:08,L17L02,0.0053,2,,,,
22/10/24 19:06,L17L04,0.0001,1,,,,
22/10/24 19:07,L17L03,0.0031,4,,,,
22/10/24 19:03,L17L07,0.0085,1,,,,
22/10/24 11:08,L17L03,0.0005,3,,,,
22/10/24 15:08,L17L03,0.0012,1,,,,
22/10/24 15:03,L17L07,0.0012,1,,,,
22/10/24 15:11,L17L01,0.0015,1,,,,
22/10/24 11:10,L17L01,0.0176,20,,,,
23/10/24 07:09,L17L03,0.0591,4,,,,
23/10/24 07:11,L17L02,0.0083,1,,,,
23/10/24 07:08,L17L04,0.0071,3,,,,
23/10/24 07:03,L17L08,0.9366,10,,,,
23/10/24 07:00,L17L10,0.0011,1,,,,
23/10/24 07:12,L17L01,0.0303,1,,,,
22/10/24 11:09,L17L02,0.0027,3,,,,
23/10/24 09:52,J15L03,0.0016,2,,,,
23/10/24 09:50,J15L05,0.0029,1,,,,
22/10/24 13:36,J15L05,0.0014,1,,,,
22/10/24 13:34,J15L07,0.0021,1,,,,
22/10/24 17:40,J15L02,0.0465,1,,,,
23/10/24 09:49,J15L06,0.0197,2,,,,
22/10/24 17:37,J15L05,0.0227,6,,,,
22/10/24 13:35,J15L06,0.0158,3,,,,
22/10/24 13:37,J15L04,0.0098,2,,,,
23/10/24 09:46,J15L08,0.6316,1,,,,
22/10/24 13:39,J15L03,0.0049,3,,,,
22/10/24 17:38,J15L04,0.0006,3,,,,
22/10/24 17:33,J15L08,0.0199,3,,,,
22/10/24 21:50,J15L06,0.0084,1,,,,
22/10/24 21:54,J15L03,0.0017,3,,,,
22/10/24 22:55,J15L02,0.0018,2,,,,
22/10/24 13:40,J15L02,0.1089,4,,,,
22/10/24 17:39,J15L03,0.0447,5,,,,
22/10/24 13:41,J15L01,0.0044,3,,,,
22/10/24 21:53,J15L04,0.0426,2,,,,
23/10/24 09:51,J15L04,0.0039,2,,,,
22/10/24 17:31,J15L10,0.0047,1,,,,
22/10/24 21:56,J15L01,0.0006,2,,,,
