Timestamp,Ref.,Weight,Number,,,,
25/12/24 07:05,J13L05,15.3501,6,,,,
24/12/24 20:02,L17L04,0.8855,5,,,,
24/12/24 11:10,J13L06,5.6658,5,,,,
25/12/24 09:16,O18L02,23.5857,12,,,,
25/12/24 10:10,L15L04,5.4887,15,,,,
25/12/24 09:22,O18L05,14.4762,12,,,,
25/12/24 07:06,J13L06,10.1989,8,,,,
25/12/24 07:48,J15L02,15.0781,9,,,,
25/12/24 09:25,O18L07,7.6341,6,,,,
24/12/24 19:33,J15L03,3.1261,2,,,,
24/12/24 20:43,O18L10,4.8325,12,,,,
25/12/24 07:04,J13L04,9.5248,6,,,,
25/12/24 07:52,J15L05,24.0758,7,,,,
24/12/24 21:21,L15L05,2.1983,2,,,,
24/12/24 20:06,L17L08,1.9885,4,,,,
24/12/24 11:43,J15L04,1.4904,8,,,,
24/12/24 11:40,J15L02,1.2229,5,,,,
24/12/24 20:00,L17L02,1.6456,5,,,,
24/12/24 20:39,O18L07,0.3141,14,,,,
25/12/24 10:07,L15L02,10.4279,7,,,,
25/12/24 09:29,O18L10,30.5668,16,,,,
25/12/24 10:15,L15L10,2.8364,5,,,,
25/12/24 07:50,J15L03,6.6514,4,,,,
24/12/24 20:33,O18L02,2.1322,8,,,,
25/12/24 10:12,L15L05,17.3562,12,,,,
25/12/24 09:17,O18L03,4.7658,4,,,,
24/12/24 21:26,L15L09,2.6235,2,,,,
25/12/24 07:12,J13L10,1.7484,11,,,,
25/12/24 07:09,J13L08,0.4123,4,,,,
25/12/24 07:59,J15L10,0.0594,2,,,,
25/12/24 07:01,J13L02,0.9317,5,,,,
25/12/24 07:54,J15L07,0.0842,3,,,,
25/12/24 10:14,L15L07,0.0433,16,,,,
25/12/24 08:39,L17L04,0.2281,9,,,,
25/12/24 07:53,J15L06,0.0371,2,,,,
25/12/24 07:02,J13L03,0.0212,6,,,,
25/12/24 07:08,J13L07,0.0688,10,,,,
25/12/24 08:45,L17L08,14.1654,12,,,,
25/12/24 07:58,J15L09,1.3986,1,,,,
25/12/24 09:21,O18L04,18.2039,9,,,,
25/12/24 09:15,O18L01,28.5986,12,,,,
25/12/24 10:15,L15L08,1.8244,5,,,,
25/12/24 07:55,J15L08,0.5125,3,,,,
25/12/24 08:38,L17L03,2.9197,5,,,,
