Timestamp,Ref.,Weight,Number
13/9/23 11:00,P15L01,0,0
13/9/23 11:01,P15L02,0.0062,3
13/9/23 11:02,P15L03,0,0
13/9/23 11:03,P15L04,0.0019,1
13/9/23 11:04,P15L05,0.0002,1
13/9/23 11:05,P15L06,0.0034,1
13/9/23 11:06,P15L07,0,0
13/9/23 11:07,P15L08,0,0
13/9/23 11:08,P15L09,0,0
13/9/23 11:09,P15L10,0.0004,2
13/9/23 11:39,Q17L01,0,0
13/9/23 11:40,Q17L02,0,0
13/9/23 11:41,Q17L03,0,0
13/9/23 11:42,Q17L04,0,0
13/9/23 11:43,Q17L05,0,0
13/9/23 11:44,Q17L06,0,0
13/9/23 11:45,Q17L07,0,0
13/9/23 11:46,Q17L08,0,0
13/9/23 11:47,Q17L09,0,0
13/9/23 11:49,Q17L10,0,0
13/9/23 12:25,K18L01,0,0
13/9/23 12:26,K18L02,0.0061,1
13/9/23 12:27,K18L03,0,0
13/9/23 12:28,K18L04,0.004,3
13/9/23 12:29,K18L05,0.0023,1
13/9/23 12:30,K18L06,0,0
13/9/23 12:31,K18L07,0.0054,4
13/9/23 12:32,K18L08,0.0001,1
13/9/23 12:33,K18L09,0.0114,2
13/9/23 12:34,K18L10,0.0079,1
13/9/23 13:05,D15L01,0.0017,1
13/9/23 13:06,D15L02,0.0048,1
13/9/23 13:07,D15L03,0.004,1
13/9/23 13:08,D15L04,0,0
13/9/23 13:09,D15L05,0,0
13/9/23 13:10,D15L06,0,0
13/9/23 13:11,D15L07,0.0055,1
13/9/23 13:12,D15L08,0,0
13/9/23 13:13,D15L09,0,0
13/9/23 13:14,D15L10,0.0044,1
13/9/23 13:20,H15L01,0.0137,3
13/9/23 13:21,H15L02,0.0015,1
13/9/23 13:22,H15L03,0.0105,4
13/9/23 13:23,H15L04,0.0095,5
13/9/23 13:24,H15L05,0.0285,12
13/9/23 13:25,H15L06,0,0
13/9/23 13:26,H15L07,0,0
13/9/23 13:27,H15L08,0.0029,1
13/9/23 13:28,H15L09,0.0035,2
13/9/23 13:29,H15L10,0,0
13/9/23 15:00,P15L01,0,0
13/9/23 15:01,P15L02,0.0246,5
13/9/23 15:02,P15L03,0.0126,3
13/9/23 15:03,P15L04,0.0111,1
13/9/23 15:04,P15L05,0.0066,1
13/9/23 15:05,P15L06,0.0813,5
13/9/23 15:06,P15L07,0,0
13/9/23 15:08,P15L08,0,0
13/9/23 15:09,P15L09,0,0
13/9/23 15:10,P15L10,0,0
13/9/23 15:25,H15L06,0,0
13/9/23 15:35,Q17L01,0.0136,2
13/9/23 15:36,Q17L02,0.016,2
13/9/23 15:37,Q17L03,0,0
13/9/23 15:38,Q17L04,0.002,1
13/9/23 15:39,Q17L05,0.0163,3
13/9/23 15:40,K18L06,0.0595,4
13/9/23 15:41,Q17L07,0,0
13/9/23 15:43,Q17L08,0.0773,6
13/9/23 15:44,Q17L09,0.001,1
13/9/23 15:45,Q17L10,0.0245,6
13/9/23 16:20,K18L01,0,0
13/9/23 16:21,K18L02,0.0053,1
13/9/23 16:22,K18L03,0,0
13/9/23 16:23,K18L04,0.0024,3
13/9/23 16:24,K18L05,0.0133,5
13/9/23 16:25,K18L06,0.006,2
13/9/23 16:26,K18L07,0,0
13/9/23 16:27,K18L08,0.0681,4
13/9/23 16:29,K18L09,0.0105,4
13/9/23 16:30,K18L10,0.0338,2
13/9/23 16:59,D15L01,0.0038,1
13/9/23 17:00,D15L02,0.0168,12
13/9/23 17:01,D15L03,0.0175,4
13/9/23 17:02,D15L04,0.0144,2
13/9/23 17:03,D15L05,0,0
13/9/23 17:04,D15L06,0.0031,1
13/9/23 17:05,D15L07,0.0037,1
13/9/23 17:06,D15L08,0,0
13/9/23 17:07,D15L09,0.0283,5
13/9/23 17:08,D15L10,0.0141,3
13/9/23 17:13,H15L01,0.0114,2
13/9/23 17:14,H15L02,0.0188,4
13/9/23 17:15,H15L03,0.0051,2
13/9/23 17:16,H15L04,0.0049,3
13/9/23 17:17,H15L05,0.0046,13
13/9/23 17:18,H15L06,0.0031,1
13/9/23 17:19,H15L07,0.0088,2
13/9/23 17:20,H15L08,0.0011,1
13/9/23 17:21,H15L09,0.0639,1
13/9/23 17:22,H15L10,0,0
13/9/23 19:00,P15L01,0.0225,14
13/9/23 19:01,P15L02,0,0
13/9/23 19:02,P15L03,0.0151,2
13/9/23 19:03,P15L04,0,0
13/9/23 19:04,P15L05,0.0116,3
13/9/23 19:05,P15L06,0,0
13/9/23 19:06,P15L07,0,0
13/9/23 19:07,P15L08,0.0191,3
13/9/23 19:08,P15L09,0.0118,2
13/9/23 19:10,P15L10,0.0071,1
13/9/23 19:35,Q17L01,2.504,1
13/9/23 19:36,Q17L02,0,0
13/9/23 19:37,Q17L03,0,0
13/9/23 19:38,Q17L04,0,0
13/9/23 19:39,Q17L05,0.0272,2
13/9/23 19:40,Q17L06,0,0
13/9/23 19:42,Q17L08,0,0
13/9/23 19:42,Q17L10,0.0163,1
13/9/23 19:43,Q17L09,0,0
13/9/23 19:45,Q17L10,0.0078,1
13/9/23 20:24,K18L01,0.057,2
13/9/23 20:25,K18L02,0.0033,1
13/9/23 20:26,K18L03,0.0067,2
13/9/23 20:27,K18L04,0,0
13/9/23 20:28,K18L05,0,0
13/9/23 20:29,K18L06,0,0
13/9/23 20:30,K18L07,0,0
13/9/23 20:31,K18L08,0,0
13/9/23 20:32,K18L09,0,0
13/9/23 20:33,K18L10,0.0201,4
13/9/23 21:05,D15L01,0,0
13/9/23 21:06,D15L02,0,0
13/9/23 21:07,D15L03,0.0835,7
13/9/23 21:08,D15L04,0.3016,1
13/9/23 21:09,D15L05,0,0
13/9/23 21:10,D15L06,0,0
13/9/23 21:11,D15L07,0,0
13/9/23 21:12,D15L08,0,0
13/9/23 21:13,D15L09,0.0211,2
13/9/23 21:14,D15L10,0,0
13/9/23 21:20,H15L01,0.034,1
13/9/23 21:21,H15L02,0,0
13/9/23 21:22,H15L03,0.0018,2
13/9/23 21:24,H15L05,0.0413,3
13/9/23 21:26,H15L07,0,0
13/9/23 21:27,H15L08,0.0062,1
13/9/23 21:28,H15L09,0,0
13/9/23 21:29,H15L10,0,0
14/9/23 05:41,Q17L07,0,0
14/9/23 07:00,P15L01,0.0124,3
14/9/23 07:01,P15L02,0,0
14/9/23 07:02,P15L03,0.0423,4
14/9/23 07:03,P15L04,0.0245,1
14/9/23 07:05,P15L05,0.1103,2
14/9/23 07:06,P15L06,0,0
14/9/23 07:07,P15L07,0.0961,5
14/9/23 07:09,P15L08,28.4466,2
14/9/23 07:10,P15L09,0,0
14/9/23 07:11,P15L10,0.4049,4
14/9/23 07:11,D15L10,0.0053,1
14/9/23 07:37,Q17L01,0.0657,1
14/9/23 07:38,Q17L02,0.0798,2
14/9/23 07:39,Q17L03,0.0989,3
14/9/23 07:40,Q17L04,0.0817,1
14/9/23 07:41,Q17L05,0.0075,1
14/9/23 07:42,Q17L06,0.149,2
14/9/23 07:43,Q17L07,0.0584,3
14/9/23 07:44,Q17L08,0.0154,2
14/9/23 07:44,Q17L05,0.156,1
14/9/23 07:45,Q17L09,0.0673,2
14/9/23 07:46,Q17L10,0.2618,1
14/9/23 08:18,K18L01,0.1206,2
14/9/23 08:19,K18L02,0.0429,2
14/9/23 08:20,K18L03,0,0
14/9/23 08:21,K18L04,0,0
14/9/23 08:22,K18L05,0,0
14/9/23 08:23,K18L06,0,0
14/9/23 08:24,K18L07,0.0355,1
14/9/23 08:25,K18L08,0,0
14/9/23 08:26,K18L09,0,0
14/9/23 08:28,K18L10,0.0452,2
14/9/23 08:52,D15L01,0.0274,1
14/9/23 08:53,D15L02,0.0581,2
14/9/23 08:54,D15L03,0.1909,2
14/9/23 08:55,D15L04,0,0
14/9/23 08:57,D15L05,0.096,3
14/9/23 08:58,D15L06,0.1786,4
14/9/23 08:59,D15L07,0,0
14/9/23 09:00,D15L08,0.0106,1
14/9/23 09:01,D15L09,0.0035,2
14/9/23 09:02,D15L10,0,0
14/9/23 09:07,H15L01,0,0
14/9/23 09:08,H15L02,0.0172,1
14/9/23 09:09,H15L03,0.0856,7
14/9/23 09:10,H15L04,0.0024,1
14/9/23 09:11,H15L05,0.0307,2
14/9/23 09:12,H15L06,0.1297,4
14/9/23 09:13,H15L07,0.2262,3
14/9/23 09:15,H15L08,0.0616,2
14/9/23 09:16,H15L09,0,0
14/9/23 09:18,H15L10,0.0729,2
14/9/23 11:00,P15L01,0,0
14/9/23 11:01,P15L02,0,0
14/9/23 11:02,P15L03,0.0216,2
14/9/23 11:03,P15L04,0,0
14/9/23 11:04,P15L05,0.0114,2
14/9/23 11:05,P15L06,0.0416,2
14/9/23 11:06,P15L07,0,0
