Timestamp,Ref.,Weight,Number,,,,
27/3/24 10:55,J13L01,0,0,,,,
26/3/24 21:26,J13L01,0.0049,9,,,,
26/3/24 18:00,J13L01,0.0253,8,,,,
26/3/24 13:19,J13L01,0.0714,10,,,,
27/3/24 10:53,J13L02,2.4562,2,,,,
26/3/24 21:25,J13L02,0.0066,7,,,,
26/3/24 13:17,J13L02,0.018,3,,,,
26/3/24 17:58,J13L02,0.0705,9,,,,
26/3/24 17:55,J13L03,0.0094,1,,,,
26/3/24 13:16,J13L03,0.0614,8,,,,
27/3/24 10:51,J13L03,0.0796,3,,,,
26/3/24 21:23,J13L03,0.9509,4,,,,
26/3/24 21:22,J13L04,0.0009,1,,,,
27/3/24 10:49,J13L04,0.0147,1,,,,
26/3/24 17:54,J13L04,0.0192,1,,,,
26/3/24 13:15,J13L04,0.064,9,,,,
26/3/24 17:51,J13L05,0.0117,4,,,,
26/3/24 13:13,J13L05,0.0138,5,,,,
26/3/24 21:20,J13L05,0.0339,2,,,,
27/3/24 10:47,J13L05,0.0659,5,,,,
26/3/24 21:18,J13L06,0.006,1,,,,
26/3/24 17:50,J13L06,0.0103,2,,,,
27/3/24 10:45,J13L06,0.0104,3,,,,
26/3/24 13:12,J13L06,0.0186,3,,,,
26/3/24 21:16,J13L07,0.0007,1,,,,
26/3/24 13:11,J13L07,0.0302,7,,,,
26/3/24 17:48,J13L07,0.05,38,,,,
27/3/24 10:42,J13L07,1.7321,2,,,,
26/3/24 13:10,J13L08,0,0,,,,
27/3/24 10:39,J13L08,0,0,,,,
26/3/24 17:46,J13L08,0.0323,3,,,,
26/3/24 21:15,J13L08,0.1022,2,,,,
26/3/24 13:09,J13L09,0,0,,,,
26/3/24 21:14,J13L09,0.0055,1,,,,
26/3/24 17:45,J13L09,0.0059,1,,,,
27/3/24 10:37,J13L09,0.2254,2,,,,
26/3/24 13:08,J13L10,0.0135,8,,,,
26/3/24 21:13,J13L10,0.0353,33,,,,
26/3/24 17:43,J13L10,0.2143,143,,,,
27/3/24 10:34,J13L10,0.2465,85,,,,
26/3/24 11:00,J15L10,0.0547,2,,,,
26/3/24 11:01,J15L09,0,0,,,,
26/3/24 11:02,J15L08,0.0135,1,,,,
26/3/24 11:03,J15L07,0.0607,61,,,,
26/3/24 11:04,J15L06,0.0131,2,,,,
26/3/24 11:05,J15L05,0.0857,6,,,,
26/3/24 11:06,J15L03,0.0065,2,,,,
26/3/24 11:06,J15L04,0.012,5,,,,
26/3/24 11:08,J15L02,0.0147,6,,,,
26/3/24 11:09,J15L01,0.0339,18,,,,
26/3/24 15:00,J15L10,0,0,,,,
26/3/24 15:01,J15L09,0,0,,,,
26/3/24 15:05,J15L08,0.0065,1,,,,
26/3/24 15:07,J15L07,0.0179,4,,,,
26/3/24 15:08,J15L06,0.0359,10,,,,
26/3/24 15:10,J15L05,0.00552,10,,,,
26/3/24 15:12,J15L04,0.0468,6,,,,
26/3/24 15:14,J15L03,0.0518,11,,,,
26/3/24 15:15,J15L02,0.0469,16,,,,
26/3/24 15:16,J15L01,0.0307,6,,,,
26/3/24 19:00,J15L10,0.0094,1,,,,
26/3/24 19:01,J15L09,0,0,,,,
26/3/24 19:02,J15L08,0.0368,3,,,,
26/3/24 19:03,J15L07,0.0148,7,,,,
26/3/24 19:04,J15L06,0.0032,1,,,,
26/3/24 19:05,J15L05,0.0049,2,,,,
26/3/24 19:06,J15L04,0.0071,4,,,,
26/3/24 19:07,J15L03,0.0021,2,,,,
26/3/24 19:08,J15L02,0.009,7,,,,
26/3/24 19:09,J15L01,0.0164,6,,,,
27/3/24 07:00,J15L10,0.0119,3,,,,
27/3/24 07:02,J15L09,0.0204,1,,,,
27/3/24 07:03,J15L08,0.0654,3,,,,
27/3/24 07:04,J15L07,0.1466,8,,,,
27/3/24 07:05,J15L06,0.0593,3,,,,
27/3/24 07:06,J15L04,0.014,3,,,,
27/3/24 07:06,J15L05,0.578,3,,,,
27/3/24 07:07,J15L03,0.0012,2,,,,
27/3/24 07:09,J15L02,1.6789,1,,,,
27/3/24 07:10,J15L01,0.0569,14,,,,
26/3/24 20:53,L15L01,0.0073,1,,,,
26/3/24 17:24,L15L01,0.0093,4,,,,
26/3/24 12:50,L15L01,0.0321,13,,,,
27/3/24 10:07,L15L01,0.1256,2,,,,
26/3/24 20:40,L15L10,0.0048,1,,,,
26/3/24 20:52,L15L02,0.0088,2,,,,
27/3/24 10:05,L15L02,0.013,2,,,,
26/3/24 12:49,L15L02,0.0306,13,,,,
26/3/24 17:22,L15L02,0.0363,4,,,,
26/3/24 17:21,L15L03,0.0141,3,,,,
26/3/24 20:51,L15L03,0.023,1,,,,
26/3/24 12:47,L15L03,0.026,8,,,,
27/3/24 10:03,L15L03,0.469,9,,,,
26/3/24 17:20,L15L04,0.0075,6,,,,
26/3/24 20:49,L15L04,0.027,2,,,,
26/3/24 12:46,L15L04,0.0317,9,,,,
27/3/24 10:01,L15L04,0.1007,1,,,,
26/3/24 17:18,L15L05,0.0057,3,,,,
26/3/24 20:48,L15L05,0.0079,1,,,,
26/3/24 12:45,L15L05,0.013,4,,,,
27/3/24 09:59,L15L05,0.1176,5,,,,
26/3/24 20:47,L15L06,0,0,,,,
27/3/24 09:56,L15L06,0.0096,3,,,,
26/3/24 17:17,L15L06,0.0199,4,,,,
26/3/24 12:44,L15L06,0.0224,8,,,,
26/3/24 20:47,L15L07,0.004,6,,,,
26/3/24 12:43,L15L07,0.0382,15,,,,
26/3/24 17:15,L15L07,0.0465,10,,,,
27/3/24 09:55,L15L07,0.0943,23,,,,
26/3/24 17:14,L15L08,0.0082,4,,,,
26/3/24 12:42,L15L08,0.0106,1,,,,
27/3/24 09:54,L15L08,0.0534,5,,,,
26/3/24 20:45,L15L08,0.0643,5,,,,
26/3/24 12:41,L15L09,0.011,1,,,,
26/3/24 17:12,L15L09,0.0145,5,,,,
26/3/24 20:43,L15L09,0.0785,3,,,,
27/3/24 09:50,L15L09,0.0975,3,,,,
26/3/24 17:11,L15L10,0.013,2,,,,
26/3/24 12:40,L15L10,0.0583,2,,,,
27/3/24 09:48,L15L10,2.0903,1,,,,
27/3/24 08:16,L17L01,0.0101,2,,,,
26/3/24 11:38,L17L01,0.0141,5,,,,
26/3/24 15:57,L17L01,0.0149,13,,,,
26/3/24 19:40,L17L01,1.4469,1,,,,
