Timestamp,Ref.,Weight,Number,
30/4/24 11:00,K18L10,0.9767,1,
30/4/24 11:01,K18L09,0.0292,3,
30/4/24 11:03,K18L08,0.02,20,
30/4/24 11:04,K18L07,0.0178,18,
30/4/24 11:05,K18L06,0.0909,85,
30/4/24 11:06,K18L05,0.01,14,
30/4/24 11:07,K18L04,0.018,18,
30/4/24 11:08,K18L03,0.0044,6,
30/4/24 11:09,K18L02,0.0087,11,
30/4/24 11:10,K18L01,0.0038,4,
30/4/24 11:36,H15L10,0,0,
30/4/24 11:38,H15L09,0,0,
30/4/24 11:39,H15L08,0.0076,2,
30/4/24 11:40,H15L07,0.0196,10,
30/4/24 11:41,H15L06,0.0059,3,
30/4/24 11:42,H15L05,0.0022,20,
30/4/24 11:43,H15L04,0.0674,3,
30/4/24 11:44,H15L03,0.0163,6,
30/4/24 11:45,H15L02,0.055,14,
30/4/24 11:46,H15L01,0.3958,37,
30/4/24 11:50,D15L10,0.006,3,
30/4/24 11:51,D15L09,0.0365,8,
30/4/24 11:52,D15L08,0.0371,9,
30/4/24 11:53,D15L07,0.0031,4,
30/4/24 11:54,D15L06,0.0028,2,
30/4/24 11:55,D15L05,0.0187,1,
30/4/24 11:56,D15L04,0.0097,1,
30/4/24 11:57,D15L03,0,0,
30/4/24 11:58,D15L02,0,0,
30/4/24 11:59,D15L01,0,0,
30/4/24 12:58,Q17L10,0.0015,1,
30/4/24 12:59,Q17L09,0.0059,1,
30/4/24 13:00,Q17L08,1.3458,6,
30/4/24 13:02,Q17L07,0,0,
30/4/24 13:03,Q17L06,0.0012,1,
30/4/24 13:04,Q17L05,0,0,
30/4/24 13:05,Q17L04,0.0376,12,
30/4/24 13:06,Q17L03,0.167,6,
30/4/24 13:07,Q17L02,0.1019,4,
30/4/24 13:08,Q17L01,0.019,3,
30/4/24 13:30,P15L10,0.0066,1,
30/4/24 13:31,P15L09,0,0,
30/4/24 13:32,P15L08,0.008,13,
30/4/24 13:33,P15L07,0.004,2,
30/4/24 13:34,P15L06,0.0348,4,
30/4/24 13:35,P15L05,0.0036,6,
30/4/24 13:36,P15L04,0.0068,8,
1/5/24 08:29,D15L01,0.0008,2,
1/5/24 08:28,D15L02,1.4567,1,
1/5/24 08:20,D15L03,0,0,
1/5/24 08:24,D15L04,0,0,
1/5/24 08:22,D15L05,0.0051,1,
1/5/24 08:21,D15L06,0.0899,9,
1/5/24 08:20,D15L07,0.0101,5,
1/5/24 08:19,D15L08,0.0031,3,
1/5/24 08:18,D15L09,0.049,3,
1/5/24 08:17,D15L10,7.752,2,
1/5/24 08:15,H15L01,0.0157,1,
1/5/24 08:14,H15L02,0.0333,3,
1/5/24 08:13,H15L03,0.0096,3,
1/5/24 08:11,H15L04,0.0178,3,
1/5/24 08:10,H15L05,0.0212,1,
1/5/24 08:07,H15L06,0.04,9,
1/5/24 08:05,H15L07,0.0005,1,
1/5/24 08:04,H15L08,0.0004,3,
1/5/24 07:59,H15L09,0.0416,7,
1/5/24 07:56,H15L10,0,0,
1/5/24 07:14,K18L01,0.0459,4,
1/5/24 09:13,K18L02,0.015,1,
1/5/24 07:11,K18L03,0.1452,12,
1/5/24 07:09,K18L04,1.2678,11,
1/5/24 07:08,K18L05,0.0247,5,
1/5/24 07:06,K18L06,0.0168,8,
1/5/24 07:05,K18L07,0.0776,13,
1/5/24 07:02,K18L08,0.0286,13,
1/5/24 07:01,K18L09,0.0779,11,
1/5/24 07:00,K18L10,0.026,3,
1/5/24 09:55,P15L01,0.3561,3,
1/5/24 09:54,P15L02,0.012,2,
1/5/24 09:53,P15L03,0.2103,4,
1/5/24 09:52,P15L04,0.0117,16,
1/5/24 09:51,P15L05,0.0299,24,
1/5/24 09:50,P15L06,0.0137,2,
1/5/24 09:09,P15L07,0.0011,2,
1/5/24 09:48,P15L08,0.0068,4,
1/5/24 09:47,P15L09,0.0111,5,
1/5/24 09:46,P15L10,0.0102,2,
1/5/24 09:21,Q17L01,17.51,2,
1/5/24 09:20,Q17L02,0.128,8,
1/5/24 09:19,Q17L03,0.189,7,
30/4/24 13:37,P15L03,0.0068,7,
1/5/24 09:18,Q17L04,0.0068,11,
30/4/24 13:38,P15L02,0.0009,1,
30/4/24 13:39,P15L01,0.0059,1,
1/5/24 09:18,Q17L05,0.151,2,
30/4/24 22:03,P15L02,0,0,
30/4/24 22:05,P15L01,0.4888,7,
1/5/24 09:15,Q17L06,0.219,2,
1/5/24 09:15,Q17L07,0.0451,3,
1/5/24 09:14,Q17L08,0.1335,2,
1/5/24 09:13,Q17L09,0.0105,2,
1/5/24 09:10,Q17L10,0.0004,1,
30/4/24 15:00,K18L10,0.0018,1,
30/4/24 15:01,K18L09,0,0,
30/4/24 15:02,K18L08,0.0612,3,
30/4/24 15:03,K18L07,0.0095,5,
30/4/24 15:04,K18L06,0.0062,4,
30/4/24 15:05,K18L05,0.0155,9,
30/4/24 15:06,K18L04,0.0012,5,
30/4/24 15:07,K18L03,0.0011,3,
30/4/24 15:08,K18L02,0.0069,3,
30/4/24 15:09,K18L01,0.018,2,
30/4/24 15:36,H15L10,0.07,3,
30/4/24 15:38,H15L09,0.005,1,
30/4/24 15:39,H15L08,0.0036,2,
30/4/24 15:40,H15L07,0.0078,4,
30/4/24 15:41,H15L06,0.0023,5,
30/4/24 15:42,H15L05,0.00446,5,
30/4/24 15:44,H15L04,0.002,1,
30/4/24 15:45,H15L03,0.0341,4,
30/4/24 15:46,H15L02,0.0248,13,
30/4/24 15:47,H15L01,0.033,14,
30/4/24 15:50,D15L10,0.0031,8,
30/4/24 15:51,D15L09,0,0,
30/4/24 15:52,D15L08,0.0109,4,
30/4/24 15:53,D15L07,0.0282,1,
30/4/24 15:54,D15L06,0.0055,3,
30/4/24 15:55,D15L05,0,0,
30/4/24 15:56,D15L04,0,0,
30/4/24 15:57,D15L03,0,0,
30/4/24 15:59,D15L02,0.0046,2,
30/4/24 16:00,D15L01,0.0354,4,
30/4/24 16:47,Q17L10,0.0034,2,
30/4/24 16:48,Q17L09,0.0011,2,
30/4/24 16:50,Q17L08,0.0005,1,
30/4/24 16:52,Q17L06,0,0,
30/4/24 16:53,Q17L05,0.0955,3,
30/4/24 16:54,Q17L04,0.0165,5,
30/4/24 16:55,Q17L03,0.092,2,
30/4/24 16:56,Q17L02,0.033,2,
30/4/24 16:57,Q17L01,0.0488,3,
30/4/24 16:51,Q17L07,0.0756,4,
30/4/24 17:18,P15L10,0.0048,3,
30/4/24 17:19,P15L09,0.0003,1,
30/4/24 17:20,P15L08,0.0063,3,
30/4/24 17:21,P15L07,0.0071,2,
30/4/24 17:22,P15L06,0.0055,3,
30/4/24 17:23,P15L05,0.0153,12,
30/4/24 17:24,P15L04,0.0098,7,
30/4/24 17:25,P15L03,0.0043,3,
30/4/24 17:26,P15L02,0.0006,1,
30/4/24 17:27,P15L01,0.0163,1,
30/4/24 19:00,K18L10,0,0,
30/4/24 19:01,K18L09,0.0033,3,
30/4/24 19:03,K18L08,0.0104,12,
30/4/24 19:04,K18L07,0.0157,5,
30/4/24 19:06,K18L06,0.0067,6,
30/4/24 19:07,K18L05,0.0048,5,
30/4/24 19:09,K18L04,0.0141,15,
30/4/24 19:11,K18L03,0.0063,3,
30/4/24 19:12,K18L02,0.0055,2,
30/4/24 19:14,K18L01,0.0125,3,
30/4/24 19:45,H15L10,0,0,
30/4/24 19:47,H15L09,0,0,
30/4/24 19:48,H15L08,0.022,1,
30/4/24 19:50,H15L07,0,0,
30/4/24 19:52,H15L06,0.0142,1,
30/4/24 19:55,H15L04,0.0245,1,
30/4/24 19:57,H15L03,0.0131,2,
30/4/24 19:53,H15L05,0,0,
30/4/24 19:58,H15L02,0.0033,2,
30/4/24 20:00,H15L01,0.0083,5,
30/4/24 20:04,D15L10,0,0,
30/4/24 20:06,D15L09,0.9999,1,
30/4/24 20:07,D15L08,0.002,3,
30/4/24 20:09,D15L07,0.0032,3,
30/4/24 20:10,D15L06,0.0201,5,
30/4/24 20:12,D15L05,0,0,
30/4/24 20:14,D15L04,0,0,
30/4/24 20:15,D15L03,0,0,
30/4/24 20:17,D15L02,0,0,
30/4/24 20:18,D15L01,0.0044,1,
30/4/24 21:08,Q17L10,0.3278,3,
30/4/24 21:10,Q17L09,0.0402,1,
30/4/24 21:11,Q17L08,0.059,4,
30/4/24 21:13,Q17L07,0,0,
30/4/24 21:14,Q17L06,0.0123,5,
30/4/24 21:16,Q17L05,0,0,
30/4/24 21:18,Q17L04,0.0059,10,
30/4/24 21:20,Q17L03,0.0047,8,
30/4/24 21:21,Q17L02,0.0161,3,
30/4/24 21:23,Q17L01,0.0078,6,
30/4/24 21:49,P15L10,0,0,
30/4/24 21:51,P15L09,0.0012,1,
30/4/24 21:52,P15L08,0.0025,2,
30/4/24 21:54,P15L07,0.0096,2,
30/4/24 21:56,P15L06,0.0041,2,
30/4/24 21:58,P15L05,0.0336,8,
30/4/24 22:00,P15L04,0.0123,11,
30/4/24 22:01,P15L03,0,0,
