Timestamp,Ref.,Weight,Number,,,,
3/9/24 13:30,H15L07,0.0227,9,,,,
3/9/24 13:20,D15L03,0.0489,13,,,,
3/9/24 13:19,D15L04,0.0216,11,,,,
3/9/24 12:22,D15L01,0.0175,4,,,,
3/9/24 13:36,H15L03,0.0052,3,,,,
3/9/24 13:34,H15L04,0.0003,1,,,,
3/9/24 13:32,H15L06,0.0455,2,,,,
3/9/24 13:38,H15L01,0.0075,4,,,,
3/9/24 11:12,K18L03,0.0066,9,,,,
3/9/24 11:07,K18L07,0.0014,4,,,,
3/9/24 11:59,Q17L04,0.0014,1,,,,
3/9/24 13:21,D15L02,0.0022,1,,,,
3/9/24 11:08,K18L06,0.0141,5,,,,
3/9/24 13:13,D15L09,0.0058,2,,,,
3/9/24 11:52,Q17L08,0.1231,7,,,,
3/9/24 11:13,K18L02,0.0632,8,,,,
3/9/24 11:10,K18L05,0.0002,2,,,,
3/9/24 11:15,K18L01,0.0028,3,,,,
3/9/24 12:32,P15L06,0.0072,2,,,,
3/9/24 11:02,K18L09,0.0156,6,,,,
3/9/24 12:38,P15L02,0.0342,2,,,,
3/9/24 11:04,K18L08,0.0104,4,,,,
3/9/24 12:31,P15L07,0.0009,2,,,,
3/9/24 12:00,Q17L03,0.0061,3,,,,
3/9/24 12:33,P15L05,0.0327,2,,,,
3/9/24 11:51,Q17L09,0.0605,3,,,,
3/9/24 11:11,K18L04,0.0029,4,,,,
3/9/24 11:55,Q17L06,0.0094,1,,,,
3/9/24 12:34,P15L04,0.0023,1,,,,
3/9/24 11:54,Q17L07,0.0567,1,,,,
3/9/24 11:57,Q17L05,0.0668,1,,,,
3/9/24 12:36,P15L03,0.0099,3,,,,
3/9/24 12:30,P15L08,0.0121,2,,,,
3/9/24 13:29,H15L08,0,0,,,,
3/9/24 13:27,H15L10,0,0,,,,
3/9/24 13:16,D15L07,0,0,,,,
3/9/24 13:12,D15L10,0,0,,,,
3/9/24 13:18,D15L05,0,0,,,,
3/9/24 13:28,H15L09,0,0,,,,
3/9/24 13:17,D15L06,0,0,,,,
3/9/24 13:14,D15L08,0,0,,,,
3/9/24 13:37,H15L02,0,0,,,,
3/9/24 13:33,H15L05,0,0,,,,
3/9/24 12:01,Q17L02,0,0,,,,
3/9/24 11:00,K18L10,0,0,,,,
3/9/24 11:50,Q17L10,0,0,,,,
3/9/24 12:02,Q17L01,0,0,,,,
3/9/24 12:27,P15L10,0,0,,,,
3/9/24 12:39,P15L01,0,0,,,,
3/9/24 12:28,P15L09,0.0283,2,,,,
3/9/24 19:08,K18L02,0.0198,2,,,,
3/9/24 19:47,Q17L08,0.0188,4,,,,
3/9/24 19:04,K18L06,0.0702,4,,,,
3/9/24 19:58,Q17L01,0.0128,2,,,,
3/9/24 19:01,K18L09,0.0053,1,,,,
3/9/24 16:27,P15L01,0.0093,1,,,,
3/9/24 16:17,P15L09,0.0442,3,,,,
3/9/24 19:50,Q17L06,0.0152,1,,,,
3/9/24 19:53,Q17L04,0.0068,1,,,,
3/9/24 15:00,K18L10,0.0482,1,,,,
3/9/24 16:18,P15L08,0.0218,2,,,,
3/9/24 15:46,Q17L04,0.0544,3,,,,
3/9/24 15:48,Q17L02,0.0874,2,,,,
3/9/24 15:39,Q17L09,0.0489,3,,,,
3/9/24 16:20,P15L07,0.0129,6,,,,
3/9/24 19:05,K18L05,0.0245,3,,,,
3/9/24 15:07,K18L04,0.0093,1,,,,
3/9/24 16:16,P15L10,0.0087,1,,,,
3/9/24 15:38,Q17L10,0.0076,1,,,,
3/9/24 15:09,K18L02,0.0085,2,,,,
3/9/24 15:01,K18L09,0.0156,2,,,,
3/9/24 16:22,P15L05,0.0275,4,,,,
3/9/24 17:05,D15L09,0.0322,1,,,,
3/9/24 19:02,K18L08,0.0078,1,,,,
3/9/24 15:10,K18L01,0.0252,4,,,,
3/9/24 19:06,K18L04,0.0063,2,,,,
3/9/24 15:05,K18L05,0.0123,4,,,,
3/9/24 17:23,H15L05,0.0228,2,,,,
3/9/24 17:20,H15L08,0.1597,2,,,,
3/9/24 15:42,Q17L07,0.0841,1,,,,
3/9/24 15:08,K18L03,0.0194,3,,,,
3/9/24 17:09,D15L05,0.0507,2,,,,
3/9/24 17:03,D15L10,0.0211,2,,,,
3/9/24 17:21,H15L07,0.0115,1,,,,
3/9/24 15:45,Q17L05,0.0123,1,,,,
3/9/24 17:12,D15L02,0.0137,1,,,,
3/9/24 17:25,H15L03,0.0072,1,,,,
3/9/24 17:13,D15L01,0.0144,2,,,,
3/9/24 17:07,D15L07,0.0226,4,,,,
3/9/24 17:19,H15L09,0.0163,3,,,,
3/9/24 17:22,H15L06,0.0237,1,,,,
3/9/24 17:11,D15L03,0.0072,2,,,,
3/9/24 17:11,D15L04,0.0058,1,,,,
3/9/24 21:15,D15L02,0.0165,1,,,,
3/9/24 21:24,H15L07,0.0086,1,,,,
3/9/24 21:28,H15L04,0.0532,2,,,,
3/9/24 21:30,H15L02,0.0132,1,,,,
3/9/24 21:14,D15L03,0.0259,2,,,,
3/9/24 20:24,P15L09,0.0321,1,,,,
3/9/24 21:22,H15L09,0.0085,3,,,,
3/9/24 19:07,K18L03,0.0188,4,,,,
3/9/24 20:28,P15L06,0.0218,2,,,,
3/9/24 21:13,D15L04,0.0073,1,,,,
3/9/24 20:26,P15L07,0.0126,2,,,,
3/9/24 19:10,K18L01,0.0095,1,,,,
3/9/24 21:32,H15L01,0.0768,3,,,,
3/9/24 20:31,P15L03,0.0072,1,,,,
3/9/24 20:28,P15L05,0.0283,3,,,,
3/9/24 21:23,H15L08,1.9702,1,,,,
3/9/24 17:08,D15L06,0,0,,,,
3/9/24 17:27,H15L02,0,0,,,,
3/9/24 17:28,H15L01,0,0,,,,
3/9/24 17:24,H15L04,0,0,,,,
3/9/24 15:49,Q17L01,0,0,,,,
3/9/24 17:06,D15L08,0,0,,,,
3/9/24 15:04,K18L06,0,0,,,,
