Timestamp,Ref.,Weight,Number,,,,
9/7/24 11:00,L15L10,0,0,,,,
9/7/24 11:01,L15L09,0,0,,,,
9/7/24 11:02,L15L08,0,0,,,,
9/7/24 11:02,L15L07,0,0,,,,
9/7/24 11:05,L15L06,0,0,,,,
9/7/24 11:07,L15L05,0,0,,,,
9/7/24 11:08,L15L04,0,0,,,,
9/7/24 11:09,L15L03,0,0,,,,
9/7/24 11:11,L15L02,0,0,,,,
9/7/24 11:12,L15L01,0.0812,1,,,,
9/7/24 11:44,O18L10,0,0,,,,
9/7/24 11:46,O18L09,0,0,,,,
9/7/24 11:47,O18L08,0,0,,,,
9/7/24 11:48,O18L07,0,0,,,,
9/7/24 11:49,O18L06,0,0,,,,
9/7/24 11:50,O18L05,0,0,,,,
9/7/24 11:51,O18L04,0,0,,,,
9/7/24 11:52,O18L03,0,0,,,,
9/7/24 11:54,O18L02,0.0121,1,,,,
9/7/24 11:55,O18L01,0.0033,2,,,,
9/7/24 12:37,L17L10,0.0013,2,,,,
9/7/24 12:39,L17L09,0,0,,,,
9/7/24 12:40,L17L08,0,0,,,,
9/7/24 12:42,L17L07,0,0,,,,
9/7/24 12:43,L17L06,0.0447,3,,,,
9/7/24 12:45,L17L05,0,0,,,,
9/7/24 12:46,L17L04,0,0,,,,
9/7/24 12:47,L17L03,0.0023,6,,,,
9/7/24 12:48,L17L02,0.005,2,,,,
9/7/24 12:49,L17L01,0.0014,2,,,,
9/7/24 13:10,J15L10,0,0,,,,
9/7/24 13:12,J15L09,0,0,,,,
9/7/24 13:13,J15L08,0.0031,1,,,,
9/7/24 13:16,J15L06,0,0,,,,
9/7/24 13:16,J15L07,0,0,,,,
9/7/24 13:18,J15L05,0,0,,,,
9/7/24 13:19,J15L04,0,0,,,,
9/7/24 13:20,J15L03,0,0,,,,
9/7/24 13:21,J15L02,0,0,,,,
9/7/24 13:22,J15L01,0,NA,,,,
9/7/24 13:36,J13L10,0,0,,,,
9/7/24 13:37,J13L09,0,0,,,,
9/7/24 13:38,J13L08,0,0,,,,
9/7/24 13:40,J13L07,0,0,,,,
9/7/24 13:41,J13L06,0,0,,,,
9/7/24 13:43,J13L05,0,0,,,,
9/7/24 13:44,J13L04,0.0012,1,,,,
9/7/24 13:45,J13L03,0.001,1,,,,
9/7/24 13:46,J13L02,0.0012,1,,,,
9/7/24 13:47,J13L01,0,0,,,,
9/7/24 15:00,L15L10,0,0,,,,
9/7/24 15:02,L15L09,0,0,,,,
9/7/24 15:03,L15L08,0.0036,5,,,,
9/7/24 15:04,L15L07,0,0,,,,
9/7/24 15:06,L15L06,0,0,,,,
9/7/24 15:07,L15L05,0.1478,1,,,,
9/7/24 15:08,L15L04,0.0198,2,,,,
9/7/24 15:09,L15L03,0,0,,,,
9/7/24 15:10,L15L02,0.0051,7,,,,
9/7/24 15:12,L15L01,0,0,,,,
9/7/24 15:47,O18L10,0,0,,,,
9/7/24 15:49,O18L09,0,0,,,,
9/7/24 15:50,O18L08,0,0,,,,
9/7/24 15:51,O18L07,0.0088,7,,,,
9/7/24 15:53,O18L06,0.0012,1,,,,
9/7/24 15:54,O18L05,0,0,,,,
9/7/24 15:55,O18L04,0.0361,4,,,,
9/7/24 15:56,O18L03,0,0,,,,
9/7/24 15:58,O18L02,0,0,,,,
9/7/24 15:59,O18L01,0.0556,3,,,,
9/7/24 16:20,L17L10,0.0315,3,,,,
9/7/24 16:22,L17L09,0.0066,3,,,,
9/7/24 16:23,L17L08,0.0014,3,,,,
9/7/24 16:24,L17L07,0,0,,,,
9/7/24 16:26,L17L06,0,0,,,,
9/7/24 16:27,L17L05,0.0326,2,,,,
9/7/24 16:29,L17L04,0.009,1,,,,
9/7/24 16:30,L17L03,0,0,,,,
9/7/24 16:31,L17L02,0,0,,,,
9/7/24 16:33,L17L01,0,0,,,,
9/7/24 16:57,J15L10,0,0,,,,
9/7/24 16:58,J15L09,0,0,,,,
9/7/24 16:59,J15L08,0.0016,1,,,,
9/7/24 17:00,J15L07,0.0569,10,,,,
9/7/24 17:02,J15L06,0.0018,1,,,,
9/7/24 17:03,J15L05,0,0,,,,
9/7/24 17:04,J15L04,0,0,,,,
9/7/24 17:06,J15L03,0.0166,2,,,,
9/7/24 17:07,J15L02,0,0,,,,
9/7/24 17:08,J15L01,0.0099,1,,,,
9/7/24 17:23,J13L10,0,0,,,,
9/7/24 17:24,J13L09,0,0,,,,
9/7/24 17:25,J13L08,0.0006,1,,,,
9/7/24 17:26,J13L07,0,0,,,,
9/7/24 17:28,J13L06,0.0046,1,,,,
9/7/24 17:29,J13L05,0,0,,,,
9/7/24 17:30,J13L04,0,0,,,,
9/7/24 17:32,J13L03,0,0,,,,
9/7/24 17:33,J13L02,0,0,,,,
9/7/24 17:34,J13L01,0,0,,,,
9/7/24 19:00,L15L10,0,0,,,,
9/7/24 19:00,L15L09,0,0,,,,
9/7/24 19:01,L15L08,0,0,,,,
9/7/24 19:02,L15L07,0,0,,,,
9/7/24 19:03,L15L06,0,0,,,,
9/7/24 19:04,L15L05,0,0,,,,
9/7/24 19:04,L15L04,0.0024,2,,,,
9/7/24 19:05,L15L03,0.0056,1,,,,
9/7/24 19:07,L15L02,0.0016,2,,,,
9/7/24 19:08,L15L01,0,0,,,,
9/7/24 19:36,O18L10,0,0,,,,
9/7/24 19:37,O18L09,0,0,,,,
9/7/24 19:38,O18L08,0,0,,,,
9/7/24 19:39,O18L07,0,0,,,,
9/7/24 19:40,O18L06,0,0,,,,
9/7/24 19:41,O18L05,0,0,,,,
9/7/24 19:42,O18L04,0,0,,,,
9/7/24 19:43,O18L03,0,0,,,,
9/7/24 19:44,O18L02,0,0,,,,
9/7/24 19:45,O18L01,0,0,,,,
9/7/24 20:07,L17L10,0,0,,,,
9/7/24 20:08,L17L09,0,0,,,,
9/7/24 20:10,L17L08,0,0,,,,
9/7/24 20:10,L17L07,0.0012,1,,,,
9/7/24 20:11,L17L06,0.0012,1,,,,
9/7/24 20:13,L17L05,0,0,,,,
9/7/24 20:14,L17L04,0,0,,,,
9/7/24 20:15,L17L03,0,0,,,,
9/7/24 20:16,L17L02,0,0,,,,
9/7/24 20:17,L17L01,0,0,,,,
9/7/24 20:37,J15L09,0,0,,,,
9/7/24 20:37,J15L10,0,0,,,,
9/7/24 20:38,J15L08,0,0,,,,
9/7/24 20:39,J15L07,0,0,,,,
9/7/24 20:40,J15L06,0,0,,,,
9/7/24 20:41,J15L05,0,0,,,,
9/7/24 20:42,J15L04,0,0,,,,
9/7/24 20:43,J15L03,0,0,,,,
9/7/24 20:44,J15L02,0,0,,,,
9/7/24 20:45,J15L01,0,0,,,,
9/7/24 21:01,J13L10,0.0247,2,,,,
9/7/24 21:03,J13L09,0,0,,,,
9/7/24 21:04,J13L08,0,0,,,,
9/7/24 21:05,J13L07,0,0,,,,
9/7/24 21:06,J13L06,0.0201,1,,,,
9/7/24 21:07,J13L05,0,0,,,,
9/7/24 21:07,J13L04,0,0,,,,
9/7/24 21:08,J13L03,0,0,,,,
9/7/24 21:09,J13L02,0,0,,,,
9/7/24 21:10,J13L01,0,0,,,,
10/7/24 07:00,L15L10,0,0,,,,
10/7/24 07:02,L15L09,0,0,,,,
10/7/24 07:04,L15L08,0,0,,,,
10/7/24 07:05,L15L07,0,0,,,,
10/7/24 07:06,L15L06,0,0,,,,
10/7/24 07:08,L15L05,0,0,,,,
10/7/24 07:10,L15L04,0.0378,2,,,,
10/7/24 07:11,L15L03,0.0108,2,,,,
10/7/24 07:12,L15L02,0,0,,,,
10/7/24 07:13,L15L01,0.0345,1,,,,
10/7/24 07:46,O18L10,0,0,,,,
10/7/24 07:48,O18L09,0,0,,,,
10/7/24 07:49,O18L08,0,0,,,,
10/7/24 07:50,O18L07,0,0,,,,
10/7/24 07:51,O18L06,0,0,,,,
10/7/24 07:52,O18L05,0,0,,,,
10/7/24 07:52,O18L04,0,0,,,,
10/7/24 07:53,O18L03,0,0,,,,
10/7/24 07:54,O18L02,0,0,,,,
