Timestamp,Ref.,Weight,Number
7/2/24 07:55,H15L06,0.0645,4
7/2/24 09:38,P15L08,0.3914,1
6/2/24 22:25,P15L03,0.0064,1
7/2/24 07:13,K18L07,1.1818,22
6/2/24 12:16,H15L08,0.0041,2
6/2/24 22:22,P15L06,0.0054,9
7/2/24 10:39,D15L04,0.8355,8
7/2/24 09:43,P15L07,0.3011,14
6/2/24 23:09,D15L07,0.0116,9
6/2/24 22:18,P15L09,0.0014,3
6/2/24 22:10,P15L01,0.3254,5
7/2/24 07:46,H15L02,0.0208,2
7/2/24 10:22,D15L02,0.0238,3
7/2/24 09:47,P15L09,0.1721,22
6/2/24 22:24,P15L04,0.0227,17
7/2/24 10:37,D15L07,1.0877,18
6/2/24 21:48,Q17L03,0.0839,5
6/2/24 17:35,Q17L02,0.0318,4
6/2/24 18:54,D15L01,0.0344,13
7/2/24 10:40,D15L03,0.1184,3
6/2/24 19:07,D15L04,0.0929,4
6/2/24 11:32,K18L02,0.0208,4
6/2/24 18:22,P15L03,0.0151,6
6/2/24 23:14,D15L03,0.0474,1
7/2/24 07:01,K18L02,0.2164,2
6/2/24 21:47,Q17L04,0.0164,10
6/2/24 12:23,H15L06,0.0219,4
6/2/24 22:17,P15L10,0.0689,17
7/2/24 07:54,H15L07,0.0134,3
6/2/24 19:03,D15L09,0.0184,4
6/2/24 23:06,D15L10,0.0488,1
6/2/24 17:47,Q17L03,0.0342,7
6/2/24 18:14,P15L10,0.0000,0
7/2/24 23:12,D15L04,0.0208,2
7/2/24 07:59,H15L03,0.0411,20
7/2/24 07:18,K18L03,0.1995,14
7/2/24 18:59,D15L08,0.0085,7
6/2/24 14:44,D15L03,0.0253,2
6/2/24 22:20,P15L07,0.0156,3
6/2/24 21:40,Q17L08,0.0127,2
6/2/24 23:04,D15L08,0.0357,1
6/2/24 22:12,P15L02,0.0259,3
7/2/24 09:03,Q17L06,0.1731,4
7/2/24 08:50,Q17L01,1.2588,0
7/2/24 09:37,P15L05,0.2362,2
6/2/24 18:20,P15L04,0.0170,7
7/2/24 10:29,D15L09,0.9853,6
6/2/24 18:11,P15L05,0.0206,10
7/2/24 09:44,P15L06,0.3837,9
7/2/24 09:40,P15L10,0.2707,18
7/2/24 08:55,Q17L05,3.7071,2
7/2/24 07:14,K18L06,0.5002,4
7/2/24 09:07,Q17L03,0.2362,12
6/2/24 16:13,K18L04,0.0043,2
6/2/24 16:55,H15L03,0.0030,2
6/2/24 16:15,K18L03,0.0259,11
6/2/24 19:04,D15L07,0.0476,9
6/2/24 16:49,H15L09,0.0015,1
6/2/24 16:54,H15L04,0.0623,6
6/2/24 16:40,H15L01,0.0099,6
6/2/24 16:09,K18L09,0.0041,2
6/2/24 19:02,D15L10,0.1613,2
6/2/24 16:42,H15L02,0.0027,1
6/2/24 16:52,H15L06,0.0035,1
