Timestamp,Ref.,Weight,Number,,,,
16/10/24 17:25,Q17L10,0.0005,1,,,,
16/10/24 21:38,Q17L08,0.0003,1,,,,
16/10/24 17:26,Q17L09,0.0052,1,,,,
16/10/24 17:31,Q17L04,0.0026,3,,,,
16/10/24 13:42,Q17L08,0.0041,1,,,,
17/10/24 09:48,Q17L05,0.1997,5,,,,
16/10/24 13:50,Q17L02,0.0028,1,,,,
17/10/24 09:42,Q17L10,0.7622,5,,,,
17/10/24 09:46,Q17L06,0.0381,3,,,,
16/10/24 17:34,Q17L01,0.0008,2,,,,
16/10/24 17:33,Q17L02,0.0022,2,,,,
17/10/24 09:44,Q17L08,1.7443,2,,,,
17/10/24 09:53,Q17L01,0.8306,3,,,,
16/10/24 17:30,Q17L05,0.0512,1,,,,
16/10/24 21:44,Q17L03,0.0131,3,,,,
16/10/24 17:27,Q17L08,0.0008,3,,,,
17/10/24 09:52,Q17L02,0.0112,2,,,,
17/10/24 09:50,Q17L04,0.0176,12,,,,
16/10/24 13:47,Q17L04,0.0059,2,,,,
16/10/24 13:48,Q17L03,0.0028,5,,,,
16/10/24 21:35,Q17L10,0.1094,1,,,,
17/10/24 09:43,Q17L09,0.0362,4,,,,
16/10/24 17:29,Q17L06,0.0009,1,,,,
16/10/24 21:40,Q17L06,0.0087,1,,,,
16/10/24 13:44,Q17L06,0.0095,1,,,,
16/10/24 17:28,Q17L07,0.0041,8,,,,
17/10/24 09:51,Q17L03,0.0062,2,,,,
16/10/24 19:55,D15L07,0.0159,2,,,,
16/10/24 20:01,D15L02,0.0011,1,,,,
16/10/24 15:06,K18L06,0.0082,1,,,,
16/10/24 19:53,D15L09,0.0083,1,,,,
16/10/24 19:54,D15L08,0.0017,9,,,,
16/10/24 20:02,D15L01,0.0156,6,,,,
17/10/24 08:09,D15L05,2.0326,1,,,,
17/10/24 08:04,D15L10,0.0176,1,,,,
17/10/24 08:11,D15L04,0.0224,3,,,,
16/10/24 19:56,D15L06,0.0022,1,,,,
16/10/24 15:08,K18L04,0.0069,2,,,,
16/10/24 19:58,D15L04,0.0193,1,,,,
16/10/24 12:04,D15L08,0.0069,3,,,,
17/10/24 08:14,D15L02,0.0153,1,,,,
17/10/24 08:07,D15L07,0.0146,13,,,,
16/10/24 12:05,D15L07,0.0019,1,,,,
16/10/24 12:01,D15L10,0.0108,2,,,,
17/10/24 08:15,D15L01,0.0445,8,,,,
16/10/24 12:12,D15L02,0.0034,1,,,,
17/10/24 08:06,D15L08,0.0011,3,,,,
17/10/24 08:13,D15L03,0.0564,3,,,,
16/10/24 16:04,D15L03,0.0053,2,,,,
16/10/24 13:02,P15L08,0.0055,2,,,,
17/10/24 08:08,D15L06,0.0273,3,,,,
16/10/24 15:55,D15L10,0.0019,3,,,,
17/10/24 07:09,K18L03,0.0101,13,,,,
16/10/24 15:56,D15L09,0.0037,2,,,,
17/10/24 08:05,D15L09,0.0161,1,,,,
16/10/24 16:07,D15L01,0.0118,7,,,,
16/10/24 15:59,D15L07,0.0035,1,,,,
16/10/24 15:06,D15L02,0.0025,1,,,,
16/10/24 21:04,P15L05,0.0025,4,,,,
16/10/24 21:08,P15L02,0.0415,1,,,,
16/10/24 16:49,P15L10,0.0304,1,,,,
17/10/24 09:14,P15L01,0.0293,2,,,,
16/10/24 16:58,P15L02,0.0173,4,,,,
17/10/24 09:13,P15L02,0.0772,2,,,,
16/10/24 21:05,P15L04,0.0058,10,,,,
16/10/24 20:58,P15L10,0.2309,1,,,,
16/10/24 16:54,P15L06,0.0082,5,,,,
16/10/24 13:06,P15L10,0.0007,2,,,,
16/10/24 16:57,P15L03,0.0025,1,,,,
16/10/24 13:09,P15L03,0.0003,3,,,,
16/10/24 13:04,P15L07,0.0039,1,,,,
16/10/24 16:56,P15L04,0.0004,2,,,,
17/10/24 09:04,P15L09,0.0229,3,,,,
17/10/24 09:03,P15L10,0.0124,1,,,,
17/10/24 09:09,P15L05,0.0061,1,,,,
17/10/24 09:10,P15L04,0.0042,2,,,,
16/10/24 16:55,P15L05,0.0044,1,,,,
16/10/24 16:53,P15L07,0.0068,1,,,,
16/10/24 16:59,P15L01,0.0048,1,,,,
16/10/24 13:05,P15L06,0.0034,2,,,,
17/10/24 09:11,P15L03,1.6497,1,,,,
16/10/24 11:09,K18L03,0.0038,7,,,,
16/10/24 11:08,K18L04,0.0017,3,,,,
16/10/24 11:01,K18L09,0.0032,11,,,,
17/10/24 07:03,K18L07,0.0369,15,,,,
16/10/24 19:03,K18L07,0.0146,16,,,,
16/10/24 19:09,K18L01,0.0437,8,,,,
16/10/24 15:07,K18L05,0.0022,8,,,,
17/10/24 07:02,K18L08,0.0422,11,,,,
16/10/24 19:02,K18L08,0.0038,3,,,,
17/10/24 07:06,K18L05,0.1192,5,,,,
16/10/24 15:04,K18L07,0.0022,5,,,,
16/10/24 15:00,K18L10,0.0022,2,,,,
17/10/24 07:01,K18L09,1.1004,14,,,,
16/10/24 15:09,K18L03,0.0023,2,,,,
17/10/24 07:05,K18L06,0.0721,6,,,,
16/10/24 19:04,K18L06,0.0009,6,,,,
16/10/24 19:05,K18L05,0.0044,2,,,,
16/10/24 19:00,K18L10,0.0089,3,,,,
17/10/24 07:10,K18L02,0.0041,3,,,,
16/10/24 11:05,K18L06,0.0054,2,,,,
16/10/24 11:07,K18L05,0.0025,2,,,,
16/10/24 19:01,K18L09,0.0033,4,,,,
16/10/24 15:01,K18L09,0.0028,1,,,,
17/10/24 07:11,K18L01,0.2588,11,,,,
16/10/24 15:02,K18L08,0.0171,3,,,,
16/10/24 11:04,K18L07,0.0114,15,,,,
16/10/24 15:11,K18L01,0.0118,3,,,,
16/10/24 11:00,K18L10,0.0005,1,,,,
16/10/24 11:03,K18L08,0.0035,3,,,,
16/10/24 11:12,K18L01,0.0072,5,,,,
17/10/24 07:00,K18L10,5.0589,4,,,,
17/10/24 07:07,K18L04,1.2039,3,,,,
16/10/24 11:52,H15L04,0.0014,1,,,,
16/10/24 11:54,H15L02,0.0007,1,,,,
16/10/24 19:07,K18L03,0.0055,1,,,,
16/10/24 19:40,H15L07,0.0082,2,,,,
16/10/24 19:47,H15L01,0.0008,4,,,,
16/10/24 19:41,H15L06,0.0103,2,,,,
16/10/24 19:38,H15L08,0.0216,6,,,,
16/10/24 15:47,H15L04,0.0081,4,,,,
16/10/24 11:47,H15L08,0.0176,4,,,,
17/10/24 07:49,H15L04,0.0116,10,,,,
16/10/24 15:50,H15L01,0.0012,3,,,,
16/10/24 19:42,H15L05,0.0099,1,,,,
17/10/24 07:40,H15L10,0.0151,2,,,,
17/10/24 07:53,H15L01,0.0371,53,,,,
16/10/24 19:45,H15L03,0.0004,4,,,,
17/10/24 07:46,H15L06,0.2461,2,,,,
16/10/24 15:44,H15L07,0.0278,6,,,,
16/10/24 15:41,H15L09,0.0064,5,,,,
17/10/24 07:44,H15L07,0.0653,6,,,,
16/10/24 11:45,H15L09,0.0001,1,,,,
16/10/24 15:40,H15L10,0.0007,1,,,,
16/10/24 19:43,H15L04,0.0005,1,,,,
17/10/24 07:41,H15L09,0.0103,1,,,,
17/10/24 07:43,H15L08,0.0161,1,,,,
16/10/24 11:55,H15L01,0.0298,5,,,,
16/10/24 15:46,H15L05,0.0014,1,,,,
16/10/24 15:49,H15L02,0.0013,2,,,,
16/10/24 11:49,H15L06,0.0042,3,,,,
17/10/24 07:52,H15L02,0.0066,13,,,,
17/10/24 07:50,H15L03,0.8801,1,,,,
16/10/24 11:48,H15L07,0.0025,2,,,,
16/10/24 15:48,H15L03,0.0011,2,,,,
16/10/24 15:43,H15L08,0.0015,2,,,,
16/10/24 15:45,H15L06,0.0124,5,,,,
16/10/24 11:51,H15L05,0.0017,2,,,,
16/10/24 19:37,H15L10,0,0,,,,
16/10/24 19:38,H15L09,0,0,,,,
