Timestamp,Ref.,Weight,Number,,,,,,,,,
28/12/23 19:13,D15L04,0.0986,9,,,,,,,,,
28/12/23 19:14,D15L03,0.0013,1,,,,,,,,,
28/12/23 19:15,D15L02,0.0000,0,,,,,,,,,
28/12/23 19:17,D15L01,0.0313,2,,,,,,,,,
29/12/23 07:00,D15L05,0.0123,1,,,,,,,,,
29/12/23 07:03,D15L06,1.1479,6,,,,,,,,,
29/12/23 07:04,D15L07,0.2004,5,,,,,,,,,
29/12/23 07:06,D15L08,0.1496,1,,,,,,,,,
29/12/23 07:07,D15L09,1.8360,6,,,,,,,,,
29/12/23 07:08,D15L10,0.1191,2,,,,,,,,,
29/12/23 07:20,D15L04,1.5394,2,,,,,,,,,
29/12/23 07:21,D15L03,0.8580,9,,,,,,,,,
29/12/23 07:23,D15L02,0.0389,3,,,,,,,,,
29/12/23 07:25,D15L01,0.0015,1,,,,,,,,,
29/12/23 08:10,K18L05,0.1655,3,,,,,,,,,
29/12/23 08:14,K18L06,0.1535,5,,,,,,,,,
29/12/23 08:18,K18L07,6.4321,3,,,,,,,,,
29/12/23 08:22,K18L08,0.6579,15,,,,,,,,,
29/12/23 08:24,K18L09,0.4794,6,,,,,,,,,
29/12/23 08:26,K18L10,6.7900,8,,,,,,,,,
29/12/23 08:33,K18L04,0.3266,11,,,,,,,,,
29/12/23 08:36,K18L03,0.3737,5,,,,,,,,,
29/12/23 08:39,K18L02,3.7518,3,,,,,,,,,
29/12/23 08:43,K18L01,0.5207,12,,,,,,,,,
29/12/23 09:28,Q17L05,8.9912,12,,,,,,,,,
29/12/23 09:33,Q17L06,0.0059,5,,,,,,,,,
29/12/23 09:36,Q17L07,1.4033,24,,,,,,,,,
29/12/23 09:39,Q17L08,3.4262,5,,,,,,,,,
29/12/23 09:43,Q17L09,28.6778,12,,,,,,,,,
29/12/23 09:47,Q17L09,0.0809,5,,,,,,,,,
29/12/23 09:50,Q17L02,3.3338,8,,,,,,,,,
29/12/23 09:54,Q17L03,4.1024,9,,,,,,,,,
29/12/23 09:58,Q17L02,0.2361,28,,,,,,,,,
29/12/23 10:02,Q17L01,7.6988,10,,,,,,,,,
29/12/23 10:29,P15L05,0.7082,7,,,,,,,,,
29/12/23 10:33,P15L06,0.0980,22,,,,,,,,,
29/12/23 10:38,P15L07,0.0000,0,,,,,,,,,
29/12/23 10:41,P15L08,10.4948,21,,,,,,,,,
29/12/23 10:44,P15L09,0.3013,13,,,,,,,,,
29/12/23 10:47,H15L08,0.1202,7,,,,,,,,,
29/12/23 10:48,P15L10,0.1287,6,,,,,,,,,
29/12/23 10:50,P15L04,0.0746,2,,,,,,,,,
29/12/23 10:52,P15L03,1.7019,3,,,,,,,,,
29/12/23 10:54,P15L02,0.0286,18,,,,,,,,,
29/12/23 10:58,P15L01,1.3000,2,,,,,,,,,
29/12/23 11:40,H15L05,0.0640,3,,,,,,,,,
29/12/23 11:42,H15L06,2.1010,9,,,,,,,,,
29/12/23 11:45,H15L07,0.3880,8,,,,,,,,,
29/12/23 11:51,H15L09,0.1515,2,,,,,,,,,
29/12/23 11:53,H15L10,0.0648,2,,,,,,,,,
29/12/23 11:58,H15L04,0.0628,5,,,,,,,,,
29/12/23 12:04,H15L02,0.3619,44,,,,,,,,,
29/12/23 12:07,H15L01,0.2043,42,,,,,,,,,
29/12/23 12:07,H15L03,0.1279,16,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
