2001.03.01 00:00:00;0xAE798;200F;010300003F08
2001.03.01 00:00:00;0xAE7A8;2000;000000001F08
2001.03.01 00:00:00;0xAE808;2000;070100000708
2001.03.01 00:00:00;0xAE818;2000;000000000008
2001.03.01 00:00:00;0xAE858;2000;03010100FF08
2001.01.03 01:00:00;0xAEA60;2000;000000000008
2001.01.03 00:00:00;0xAEB08;2000;000000000008
2003.03.01 01:00:00;0xAEB30;2000;000000001F08
2007.07.01 00:00:00;0xAEB50;2000;010000000308
2007.03.07 01:00:00;0xAEC00;2000;000000003F08
2001.01.01 00:00:00;0xAED10;2000;000000000008
2003.03.03 01:00:00;0xAED30;2000;000000000708
2001.03.03 00:00:00;0xAED70;2000;000703000F08
2001.03.03 03:00:00;0xAED80;2000;000000000708
2003.03.01 00:00:00;0xAEF58;2000;030000000F08
2003.07.07 03:00:00;0xAEF78;2000;000000000008
2003.07.03 00:00:00;0xAEFD0;2000;000000001F08
2003.07.03 03:00:00;0xAF0A0;2000;000000000008
2003.07.03 00:00:00;0xAF0B0;2000;000100000008
2003.07.03 00:00:00;0xAF0C0;2000;000000000008
2003.03.01 01:00:00;0xAF0E8;200F;0F0F01007F08
2003.03.01 01:00:00;0xAF0F8;2000;030300000F08
2001.03.03 00:00:00;0xAF130;2000;000000000008
2001.03.03 00:00:00;0xAF150;2000;000100000108
2001.03.03 00:00:00;0xAF160;2000;000000000108
2001.03.03 00:00:00;0xAF210;2000;000100000708
2001.03.03 00:00:00;0xAF220;2000;000000000008
2001.03.03 00:00:00;0xAF820;2000;000100000008
2001.03.03 00:00:00;0xAF830;2000;000000000008
2001.03.03 00:00:00;0xAFA40;2000;001F00000008
2001.03.03 00:00:00;0xAFA50;2000;000000000008
2001.03.03 00:00:00;0xAFAB0;2000;0F0F00000008
2001.03.03 00:00:00;0xAFAC0;2000;000000000008
2001.03.03 00:00:00;0xAFD80;2000;000703001F08
2001.03.03 03:00:00;0xAFD90;2000;000000000108
2001.03.03 00:00:00;0xAFDA8;2000;000101450008
2001.03.03 01:45:00;0xAFDB8;2000;000102000008
2003.07.01 00:00:00;0xB4738;200F;030300000308
2003.07.01 00:00:00;0xB4748;2000;000000000008
2001.03.01 00:00:00;0xB4798;2000;000000000008
2007.03.03 03:00:00;0xB47E8;2000;030000000008
2007.03.01 00:00:00;0xB4990;200F;0F0707001F08
2007.03.01 07:00:00;0xB49A0;2000;000000000108
2007.03.01 00:00:00;0xB49E8;2000;000000000008
2007.07.03 01:00:00;0xB4B00;2000;000000000008
2001.07.01 00:00:00;0xB4B88;200F;030300000308
2003.01.01 00:00:00;0xB4BB0;2000;000000000708
2003.01.01 00:00:00;0xB4BE8;2000;000106300008
2003.01.01 06:45:00;0xB4C00;2000;000000000008
2003.01.01 00:00:00;0xB5478;2000;001F00000008
2003.01.01 00:00:00;0xB5488;2000;000000000008
2001.03.03 01:00:00;0xB55C8;2000;010000001F08
2001.03.03 00:00:00;0xB55F0;2000;000100000F08
2001.03.03 00:00:00;0xB5600;2000;000000000008
2003.03.03 01:00:00;0xB5648;2000;000000000308
2003.03.03 00:00:00;0xB5680;2000;000108150008
2003.03.03 16:00:00;0xB5788;2000;000000000008
2003.07.01 00:00:00;0xB5900;2000;000000000108
2001.01.01 01:00:00;0xB5938;2000;000000000708
